SentenceNo,SequenceNo,Speaker,Text
739,384,CARSON,(APPLAUSE)
740,385,TAPPER,Mr. Trump...
741,386,TRUMP,"...Well, I'd like to respond, I'd like to respond..."
742,387,TAPPER,...What do you think of the flat tax? Do you think it's fair?
743,388,TRUMP,"Well, I think the thing about the flat tax, I know it very well. What I don't like is that if you make $200 million a year, you pay ten percent, you're paying very little relatively to somebody that's making $50,000 a year, and has to hire H&R Block to do the - because it's so complicated."
744,388,TRUMP,"One thing I'll say to Ben is that we've had a graduated tax system for many years, so it's not a socialistic thing. What I'd like to do, and I'll be putting in the plan in about two weeks, and I think people are going to like it, it's a major reduction in taxes. It's a major reduction for the middle class. The hedge fund guys won't like me as much as they like me right now. I know them all, but they'll pay more."
745,388,TRUMP,"I know people that are making a tremendous amount of money and paying virtually no tax, and I think it's unfair."
746,389,TAPPER,"Thank you, Mr. Trump. Senator Paul?"
747,390,PAUL,"Well, I'm glad we're having a discussion about taxes because everybody laments that we lose jobs overseas, we have. Our companies, and our jobs are being chased overseas by a 70,000 page tax code, so, that's why I've chosen to get rid of the whole thing, and have one single rate, 14 and a-half percent for everybody, business, and for corporate income, and personal income. But, we also get rid of the payroll tax, so the working class would get a tax break as well."
748,390,PAUL,"So, I think a flat tax, eliminating the tax code, getting rid of all the loopholes, is the way to go, and it's the way we get America going again."
749,391,TAPPER,"Governor Walker, I want to go to you. Dr. Carson wants to raise the Federal Minimum Wage, you have called it a lame idea. Why is raising the Federal Minimum Wage lame?"
750,392,WALKER,"So, the best way to help people see their wages go up is to get them the education, the skill they need, to take on careers that pay more than minimum wage. And, it's why we talk about it, it's all about jobs. You want to help actually get jobs, it's why on that last question we were trying to jump in on taxes. To me, it's not just about taxes, cutting taxes. I've done it as much as anyone has."
751,392,WALKER,"I've cut income taxes, I've cut property taxes. In fact, property taxes are lower today in my state than they were before we took office. The real issues about jobs."
752,392,WALKER,"Ronald Reagan, our plan is based on the Ronald Reagan tax cuts of 1986. That brought about one of the longest sustained periods of economic growth in American history. All the things we should be talking about tonight are about how do we create jobs, helping people get the skills and the education qualifications they need to succeed."
753,392,WALKER,"That's the way you help people create jobs. It's part of our large plan to reform the tax code, to cut taxes, to put in place an education system that gives people the skills and education that they need. To put in place all the above energy policy, but you start on day one with repealing Obamacare."
754,392,WALKER,"I'm the only one on this stage that's actually got a plan, introduced an actual plan to repeal Obamacare on day one. I'll send a bill up to Congress, and to make sure enact it..."
755,393,TAPPER,"...Thank you, Governor..."
756,394,WALKER,"...I'm going to sign an order that makes the Congress live by the same rules as everybody else. TAPPER: ...Thank you, Governor..."
757,395,WALKER,...That will ensure they repeal Obamacare...
758,396,TAPPER,"Dr. Carson, Governor Walker didn't really answer the question, but I'll let you respond. He called raising the Federal Minimum Wage lame, what do you think of that?"
759,397,CARSON,"Well, first of all, let me say what I actually said about raising the minimum wage. I was asked should it be raised, I said, probably, or possibly. But, what I added, which I think is the most important thing, so, I said we need to get both sides of this issue to sit down, and talk about it. Negotiate a reasonable minimum wage, and index that so that we never have to have this conversation again in the history of America."
760,397,CARSON,"I think we also have to have two minimum wages, a starter, and a sustaining because how are young people ever going to get a job if you have such a high minimum wage that it makes it impractical to hire them..."
761,398,TAPPER,"Thank you, Dr. Carson..."
762,399,WALKER,"...Jake, Jake, Jake, I just want to address that issue because you said I didn't answer, and I did. I said, to me, I think the real focus shouldn't be - you know, Hillary Clinton talks about the minimum wage. That's her answer to grow the economy. The answer is to give people the skills and the education so they make far more than minimum wage."
763,399,WALKER,"I don't want to argue about how low things are going to be, I want to talk about how do we lift everyone up in America. That's what Reagan talked about. It wasn't how bad things were, it was how to make it better for everyone. That's what we've done in Wisconsin, that's exactly what we'd do as..."
764,400,TAPPER,"Let me bring in our partner from Salem Radio Network, Hugh Hewitt."
765,401,HEWITT,"I'd like to talk about winning because I think all of you are more qualified than former Secretary of State Clinton, and as were the people in the first debate, but there are different styles, and Carly Fiorina, Governor Kasich, you're conveniently located next to each other, and you have different styles."
766,401,HEWITT,"Governor Kasich, you've been on my show a lot. You refused to attack Hillary Clinton, you just don't want to go there, you want to do the up with people. Go, Ohio, OK, and I like that."
767,401,HEWITT,"Carly Fiorina, I don't have to bring up the Secretary of State - you bring her up, so (inaudible)."
768,401,HEWITT,Which one of you is wrong? Governor Kasich?
769,402,KASICH,"Well, look, people still have to get to know me, so I want to spend my time talking about my experience reforming welfare, balancing budgets, cutting taxes, providing economic growth when I was in Washington, turning Ohio around. Eight billion in the hole, $2 billion surplus, up over 300,000 jobs, big tax cuts, strengthening our credit."
770,402,KASICH,"All those things matter but, you know, as a young man in my first election in 1978, I defeated an incumbent Democrat. I defeated an incumbent Democrat in 1982; running on the Reagan program, I was the only Republican in America to defeat an incumbent Democrat that year."
771,402,KASICH,"And then, when I won for election of governor, I was the first Republican to defeat an incumbent in 36 years, and the first person to have never run statewide out of politics for 10 years to beat an incumbent. That hadn't happened for 96 years."
772,402,KASICH,"So, we'll get to the point where we'll talk about Hillary Clinton, or whoever the nominee is, record. But right now, I want to give people sense of hope, sense of purpose, a sense of unity, sense that we can do it. So..."
773,403,HEWITT,Governor.
774,404,KASICH,"You know, at the end of the day, I'm going to continue to talk about my record, because there is, did you ever notice when people run for office, they run for president, they make a lot of promises, they don't keep them."
775,405,HEWITT,"Thank you, Governor. KASICH: I don't intend to do that, and I going to be out there pushing it out - don't worry about me and Hillary. That will all work out, and I'm from Ohio. She will not beat me there, I can promise you that."
776,405,HEWITT,(APPLAUSE)
777,406,HEWITT,"Carly Fiorina, your style?"
778,407,FIORINA,"You see, Governor Christie, people spend time talking about their track records, and Mr. Trump and I have every right to do the same. And Mrs. Clinton has to defend her track record."
779,407,FIORINA,"Her track record of lying about Benghazi, of lying about her e- mails, about lying about her servers. She does not have a track record of accomplishment."
780,407,FIORINA,"Like Mrs. Clinton, I, too, have travels hundreds of thousands of miles around the globe. But unlike Mrs. Clinton, I know flying is an activity, not an accomplishment. Mrs. Clinton - if you want to stump a Democrat, ask them to name a accomplishment of Mrs. Clinton's."
781,408,HEWITT,"Thank you, Ms. Fiorina."
782,408,HEWITT,"Governor Christie, your name was mentioned. I want to give you a chance to respond."
783,409,CHRISTIE,"Listen, you know, Hugh, it's an important point. And the question is, who is going to prosecute Hillary Clinton?"
784,409,CHRISTIE,"The Obama White House seems to have in interest, the Justice Department seems to have no interest. I think it's time to put a former federal prosecutor on the same stage as Hillary Clinton."
785,409,CHRISTIE,(APPLAUSE)
786,409,CHRISTIE,"And I will prosecute her during those debates on that stage for the record we're talking about here. The fact she had a private email server in her basement, using national security secrets running through it, could have been hacked by the Russians, the Chinese, or two 18-year-olds on a toot (ph) wanting to have some fun."
787,409,CHRISTIE,No one is answering that question from the Hillary Clinton campaign...
788,410,HEWITT,"Thank you, Governor."
789,411,CHRISTIE,"You know why? Because she knows she's wrong, and she cannot look in the mirror at herself, and she cannot tell the American people the truth."
790,412,HEWITT,"Thank you, Governor Christie. There is a lot more coming up."
791,412,HEWITT,"Ahead, a world of trouble. The challenges that one of these candidates may face in the Oval Office, and how he or she will handle it."
792,412,HEWITT,Stay with us.
793,412,HEWITT,(COMMERCIAL BREAK)
794,413,TAPPER,Welcome back to CNN's Republican Presidential Debate. Let's turn to some issues now in foreign policy.
795,413,TAPPER,"Mr. Trump, Senator Rubio said it was, quote, ""very concerning to him"" that in a recent interview you didn't seem to know the details about some of the enemies the U.S. faces. Rubio said, if you don't know the answers to those questions, you will not be able to serve as commander-in-chief."
796,413,TAPPER,Please respond to Senator Rubio.
797,414,TRUMP,"Well, I heard Hugh Hewitt, a nice man, he apologized because he actually said that we had a misunderstanding. And he said today that Donald Trump is maybe the best interview there is anywhere that he has ever done."
798,414,TRUMP,"Now unless he was just saying that on CNN to be nice, but he did say that..."
799,414,TRUMP,(CROSSTALK)
800,415,HEWITT,"Oh, you're the best interview in America."
801,416,TRUMP,And we had a legitimate misunderstanding in terms of his pronunciation of a word.
802,416,TRUMP,But I would say just...
803,416,TRUMP,(LAUGHTER)
804,417,TRUMP,"Well, I think it was. And he actually said that. Did you say that?"
805,417,TRUMP,(CROSSTALK)
806,418,HEWITT,... makes an interesting case (ph) here (ph).
807,419,TRUMP,"OK. So I will say this, though, Hugh was giving me name after name, Arab name, Arab name, and there are few people anywhere, anywhere that would have known those names. I think he was reading them off a sheet."
808,419,TRUMP,"And frankly I will have - and I told him, I will have the finest team that anybody has put together and we will solve a lot of problems."
809,419,TRUMP,"You know, right now they know a lot and look at what is happening. The world is blowing up around us. We will have great teams and great people."
810,420,TAPPER,Senator Rubio?
811,421,TRUMP,"I hope that answers your question. I mean, you are in the Senate, but I hope that answers your question."
812,422,RUBIO,"Yes, well, it does. But it's in the following way, this is an important question. I think if you're running for president, these are important issues, because look at around the world today."
813,422,RUBIO,"There is a lunatic in North Korea with dozens of nuclear weapons and long-range rocket that can already hit the very place in which we stand tonight. The Chinese are rapidly expanding their military. They hack into our computers. They're building artificial islands in the South China Sea, the most important shipping lane in the world."
814,422,RUBIO,"A gangster in Moscow is not just threatening Europe, he's threatening to destroy and divide NATO. You have radical jihadists in dozens of countries across multiple continents. And they even recruit Americans using social media to try to attack us here at home."
815,422,RUBIO,And now we have got this horrible deal with Iran where a radical Shia cleric with an apocalyptic vision of the future is also guaranteed to one day possess nuclear weapons and also a long-range rocket that can hit the United States.
816,422,RUBIO,"These are extraordinarily dangerous times that we live in. And the next president of the United States better be someone that understands these issues and has good judgment about them because the number one issue that a president will ever confront, and the most important obligation that the federal government has, is to keep this nation safe."
817,422,RUBIO,And today we are not doing that. We are eviscerating our military. And we have a president that is more respectful to the ayatollah in Iran than he is to the prime minister of Israel.
818,422,RUBIO,(APPLAUSE)
819,423,TAPPER,Mr. Trump? Senator Rubio seemed to be suggesting that you don't know information that...
820,424,TRUMP,"No, I don't think he's suggesting that at all. I mean..."
821,424,TRUMP,(CROSSTALK)
822,425,TAPPER,All right. Senator Rubio.
823,426,TRUMP,I don't think he's suggesting that at all.
824,427,RUBIO,"Well, that's why we have a debate. I think that we should have a deeper debate about these issues, because there is no more important decision that a president will make."
825,428,TAPPER,But are you saying that you have the knowledge to be the president that Mr. Trump does not have?
826,429,RUBIO,"Well, you should ask him questions in detail about the foreign policy issues our president will confront, because you had better be able to lead our country on the first day."
827,429,RUBIO,"Not six months from now, not a year from now, on the first day in office, our president could very well confront a national security crisis. You can't predict it. Sometimes you cannot control it."
828,429,RUBIO,And it is the most - the federal government does all kinds of things it's not supposed to be doing. It regulates bathrooms. It regulates schools that belong to local communities.
829,429,RUBIO,"But the one thing that the federal government must do, the one thing that only the federal government can do is keep us safe. And a president better be up-to-date on those issues on his first day in office, on her first day in office."
830,429,RUBIO,(APPLAUSE)
831,430,TAPPER,Mr. Trump?
832,431,TRUMP,"Well, you have to understand, I am not sitting in the United States Senate with, by the way, the worst voting record there is today. Number one. I am not sitting in the United States Senate. I'm a businessman doing business transactions."
833,432,RUBIO,"Trust (ph) me, I get that. OK."
834,433,TRUMP,"I am doing business transactions. I will know more about this - and, as you said, that was very acceptable, and when you listen to that whole interview, it's a great interview, you said it, I didn't. Well, now I did. But..."
835,433,TRUMP,(CROSSTALK)
836,434,TRUMP,"Listen, just one second. Just one second."
837,435,RUBIO,"I never get to addressed, and..."
838,436,TRUMP,I will know...
839,437,RUBIO,"...and when I do, I'm gonna jump in."
840,438,TRUMP,"...I will know more about the problems of this world by the time I sit, and you look at what's going in this world right now by people that supposedly know, this world is a mess. TAPPER: Senator Rubio, he did invoke your absentee record in the Senate."
841,439,RUBIO,"Yeah. He did. Let me - I'm proud to serve in the United States Senate. You know, when I ran five years ago, the entire leadership of my party in Washington lined up against me."
842,439,RUBIO,"But I'm glad I won. And I'm glad that I ran, because this country's headed in the wrong direction. And if we keep electing the same people, nothing is going to change."
843,439,RUBIO,"And you're right, I have missed some votes, and I'll tell you why, Mr. Trump. Because in my years in the Senate, I've figured out very quickly that the political establishment in Washington, D.C. in both political parties is completely out of touch with the lives of our people."
844,439,RUBIO,"You have millions of people in this country living paycheck to paycheck, and nothing is being done about it. We are about to leave our children with $18 trillion in - in - in debt, and they're about to raise the debt limit again."
845,439,RUBIO,"We have a world that grows increasingly dangerous, and we are eviscerating our military spending and signing deals with Iran. And these - if this thing continues, we are going to be the first Americans to leave our children worse off than ourselves."
846,439,RUBIO,"That's why I'm missing votes. Because I am leaving the Senate, I'm not running for re-election, and I'm running for president because I know this unless we have the right president, we cannot make America fulfill its potential, but with the right person in office, the 21st century can be the greatest era that our nation has ever known."
847,440,TAPPER,"Thank you, Senator Rubio. I want to turn now to Hugh Hewitt."
848,441,HEWITT,"Thank you, Jake. I've done a lot of great interviews with all of you, but, Governor Bush, I talked to you in February about the biggest elephant in a room full of elephants, which is your last name. And you said you would not be burdened either by your brother or your father's legacy in the Middle East."
849,441,HEWITT,"And then, a week later, you rolled out your list of foreign policy advisers, and it was a lot of the band getting back together again. So on behalf of the military that is watching..."
850,442,BUSH,Yeah.
851,443,HEWITT,"...OK, the active duty military that are at the end of the sphere (ph), what kind of a commander in chief is Jeb Bush going to be, and who are the advisers that are new to your team?"
852,444,BUSH,"Well, first of all, Hugh, if you're looking at Republican advisers, you have to go to the last two administrations. That happened to be 41 and 43. So just by definition, if you're - and many of the people here that are seeking advice from the foreign policy experts in the Republican side, they - they served in my dad's administration, my brother's administration. Of course that's the case."
853,444,BUSH,But I'm my own man. I'm going to create a strategy that is based on the simple fact that the United States needs to lead the world. The first thing that we need to do is to stop the craziness of the sequester.
854,444,BUSH,"Rebuild our military so that our - so that we don't deploy people over and over again without the necessary equipment to keep them safe, to send a signal to the world that we're serious. If we're going to lead the world, then we need to have the strongest military possible."
855,444,BUSH,"We need to rebuild our counterintelligence and intelligence capabilities. We need to focus on the fact that the next president is going to start in 2017, not in 1990 - you know, 30 years ago, or when my brother started."
856,444,BUSH,The world is dramatically different. And I believe that we need to restore America's presence and leadership in the world. Name a country where our relationship is better today than it was the - the day that Barack Obama got elected president.
857,444,BUSH,"Under Hillary Clinton, and Barack Obama, we have seen a weakness that now creates huge problems for the next president of the United States. So I'll have a team that will be - that will be following the doctrine I set up, and it will be peace through strength."
858,444,BUSH,"We're sitting here in this library, which is a wonderful place to talk about this, because that's exactly what happened in the 1980s, and the world was a lot safer because of..."
859,445,TRUMP,(inaudible)
860,446,HEWITT,Mr. - Mr. Trump.
861,447,BUSH,The leadership of Ronald Reagan and my...
862,447,BUSH,(CROSSTALK)
863,448,HEWITT,"I want to ask you a question, though, you promised us great leaders. And I believe that. But Jeb Bush has laid out 20 different people that have experience around the world. There are 190 countries, you can't run the world by yourself."
864,448,HEWITT,When are we going to get some names on your military and your foreign policy advisers?
865,449,TRUMP,"(inaudible) I'm - and I'm meeting with people that are terrific people, but I have to say something because it's about judgment."
866,449,TRUMP,"I am the only person on this dais - the only person - that fought very, very hard against us (ph), and I wasn't a sitting politician going into Iraq, because I said going into Iraq - that was in 2003, you can check it out, check out - I'll give you 25 different stories."
867,450,TRUMP,"In fact, a delegation was sent to my office to see me because I was so vocal about it. I'm a very militaristic person, but you have to know when to use the military. I'm the only person up here that fought against going into Iraq."
868,450,TRUMP,(CROSSTALK)
869,451,PAUL,"Hugh, can I - can I make a response to that?"
870,452,TRUMP,"Just excuse me, one second, Rand..."
871,453,PAUL,Can I make a response to that?
872,454,TRUMP,"If you don't mind, Rand - you know, you are on last - you do have your 1 percent."
873,454,TRUMP,"I would like - and I think it's very important. I think it's important, because it's about judgment. It's about judgment."
874,454,TRUMP,"I didn't want to go into Iraq, and I fought it, because what I said - what I said..."
875,455,PAUL,May I make a response to that?
876,456,TRUMP,... was you're going to - you're going to destabilize...
877,457,PAUL,He's referred to me.
878,458,TRUMP,"... the Middle East, and that's what happened."
879,459,PAUL,He's referred to me...
880,460,BUSH,So you - the - the first chance...
881,461,PAUL,... in his remarks. May I make a response?
882,462,BUSH,"Right after me, and then I'll - I'll yield - yield the floor. What do you guys say in the Senate when you're talking and debating?"
883,463,PAUL,Absolutely. Go ahead.
884,464,BUSH,"Here's the facts: When Donald Trump talks about judgment, what was his position on who would've been the best negotiator to deal with Iran? It wasn't a Republican; it was Hillary Clinton. That's what you believe. I mean, the lack of judgment and the lack of understanding about how the world works is really dangerous in this kind of time that we're saying."
885,464,BUSH,"So is that the judgment that you bring to the table, that Hillary Clinton..."
886,465,TRUMP,If you think about it...
887,466,BUSH,"... is a great negotiator, that she could bring about a better deal on Iran?"
888,467,TRUMP,"Your brother - and your brother's administration gave us Barack Obama, because it was such a disaster, those last three months, that Abraham Lincoln couldn't have been elected."
889,468,BUSH,"You know what? As it relates to my brother, there's one thing I know for sure. He kept us safe."
890,468,BUSH,I don't know if you remember...
891,468,BUSH,(APPLAUSE)
892,469,BUSH,... Donald...
893,469,BUSH,(APPLAUSE)
894,470,BUSH,"... you remember the - the rumble? You remember the fire fighter with his arms around it? He sent a clear signal that the United States would be strong and fight Islamic terrorism, and he did keep us safe."
895,471,TRUMP,I don't know. You feel safe right now? I don't feel so safe.
896,472,PAUL,May I respond?
897,473,WALKER,That's because of Barack - that's because of Barack Obama.
898,474,BUSH,That's - that's my brother.
899,475,WALKER,"That's because of Barack Obama. We've had a president who called ISIS the J.V. squad, Yemen a success story, Iran a place we can do business with. It's not because of George W. Bush; it's because of Barack Obama..."
900,475,WALKER,(APPLAUSE)
901,476,WALKER,"(inaudible) on that point, though, whether it's - whether we're talking about national security, foreign policy or we're talking about domestic policy, the key..."
902,477,TRUMP,Or the collapse of the economy.
903,478,WALKER,"... the key issue here is talking about leadership. Now, there's a lot of greater people up here, and you've heard a lot of great ideas out there. But I would ask the American people, look at who's been tested."
904,478,WALKER,"When there were 100,000 protesters in my capital, I didn't back down, when they issued death threats against me and threats against my family, I didn't back down, when they tried to recall me, I didn't back down, and when they made me the - one of their number-one targets last year, I didn't back down."
905,478,WALKER,Give me the chance to be your president.
906,479,TAPPER,"Thank you, Governor."
907,480,WALKER,I won't back down...
908,481,TAPPER,Senator...
909,482,WALKER,... on any of these issues.
910,483,TAPPER,Senator Paul?
911,484,PAUL,The remark was made that there hadn't been anyone else on the podium opposed to the Iraq War. I've made my career as being an opponent of the Iraq War. I was opposed to the Syria war. I was opposed to arming people who are our enemies.
912,484,PAUL,"Iran is now stronger because Hussein is gone. Hussein was the great bulwark and counterbalance to the Iranians. So when we complain about the Iranians, you need to remember that the Iraq War made it worse."
913,484,PAUL,"Originally, Governor Bush was asked, was the Iraq War a mistake, and he said, ""No. We'd do it again."""
914,484,PAUL,We have to learn sometimes the interventions backfire. The Iraq War backfired and did not help us. We're still paying the repercussions of a bad decision.
915,485,TAPPER,Senator Paul...
916,486,PAUL,"We have make the decision now in Syria, should we topple Assad? Many up here wanted to topple Assad, and it's like - I said no, because if you do..."
917,487,TAPPER,"Thank you, Senator Paul..."
918,488,PAUL,... ISIS will now be in charge of Syria...
919,489,TAPPER,"Thank you, Senator Paul..."
920,489,TAPPER,(CROSSTALK)
921,490,TAPPER,"I understand that Governor Bush's name has been invoked, and then we can go to you, Senator Rubio. BUSH: Here's the lessons of history: When we - we pull back, voids are created. We left Iraq. We should've had a - a forces agreement to stay there with a small force, and instead of that, we politically and militarily pulled back, and now we have the creation of ISIS."
922,490,TAPPER,"36 days ago in this very library, I gave a speech with a comprehensive strategy how to take out ISIS, and it requires American leadership and engagement. We don't have to be the world's policemen. But we certainly have to be the world's leader."
923,490,TAPPER,"We need to have - make sure that the world knows that we're serious, that we're engaged, that we're not going to pull back, that - that our - that our word matters. And if we do that, we can create a force that will take out ISIS both in Iraq and in Syria, which will take a lot longer time now..."
924,491,TAPPER,"Thank you, Governor."
925,492,BUSH,... because of what President Obama's done by pulling back.
926,493,TAPPER,"Thank you, Governor."
927,493,TAPPER,Senator Rubio?
928,494,RUBIO,"I want to go even deeper - and I want to go even deeper in that direction, because I think the belief that somehow by retreating, America makes the world safer has been disproven every single time it's ever been tried."
929,494,RUBIO,"Syria's a perfect example of it. The uprising in Syria was not started by the United States; it was started by the Syrian people. And I warned at the time - this was three and a half years ago - I openly and repeatedly warned that if we did not find moderate elements on the ground that we could equip and arm, that void would be filled by radical jihadists."
930,494,RUBIO,"Well, the president didn't listen, the administration didn't follow through, and that's exactly what happened. That is why ISIS grew. That is why ISIS then came over the border from Syria and back into Iraq."
931,494,RUBIO,"What is happening in that region is the direct consequence of the inability to lead and of disengagement. And the more we disengage, the more airplanes from Moscow you're going to see flying out of Damascus and out of Syria..."
932,495,TAPPER,"Thank you, Senator."
933,496,RUBIO,... as you asked earlier today.
934,496,RUBIO,(APPLAUSE)
935,497,CARSON,"Jake, Jake..."
936,498,TAPPER,Dr. Carson?
937,499,CARSON,"I haven't had an opportunity to weigh in on foreign policy, and I just want to mention that when the war, when the issue occurred in 2003, I suggested to President Bush that he not go to war? OK. So I just want that on the record."
938,499,CARSON,"And, you know, a lot of people are very much against us getting involved right now with global jihadism. And they refer back to our invasion of Iraq. And they seem to think that that was what caused it."
939,499,CARSON,What caused it was withdrawing from there and creating a vacuum which allowed this terrible situation to occur. But it is very different from what is going on today. We're talking about global jihadists who actually want to destroy us.
940,499,CARSON,They are an existential threat to our nation. And we have to be mature enough to recognize that our children will have no future if we put our heads in the sand. We have to recognize we have two choices.
941,499,CARSON,"We either allow them the continue to progress and appear to be the winners, or we use every resource available to us to destroy..."
942,500,TAPPER,"Thank you, Dr. Carson."
943,501,CARSON,... them first.
944,502,TAPPER,"I mean, it is interesting that you say that, because I want to ask Governor Christie about something else that you have said."
945,502,TAPPER,"Governor Christie, we just marked the 14th anniversary of the 9/11 attacks. Now Dr. Carson has said that if he had been president at the time, the United States would not have gone to war in Afghanistan. What does that say to you about how Dr. Carson would respond as president if America were attacked again?"
946,503,CHRISTIE,"Well, Jake, I was named U.S. attorney by President Bush on September 10th, 2001. And that next day my wife Mary Pat did what she did every day, she traveled through the World Trade Center and went to her office two blocks from the World Trade Center."
947,503,CHRISTIE,"And after those planes hit, for five-and-a-half-hours after that, I couldn't reach her, didn't know whether she was dead or alive, and we had three children at the time, 8, 5 and 1."
948,503,CHRISTIE,"And I had to confront what so many thousands of others in my region had to confront, the idea I might become a single parent, the idea that my life and my children's life might be changed forever."
949,503,CHRISTIE,We lost friends that day. We went to the funerals. And I will tell you that what those people wanted and what they deserved was for America to answer back against what had been done to them.
950,503,CHRISTIE,"And I support what President Bush did at that time, going into Afghanistan, hunting al Qaeda and its leaders, getting its sanctuary out of place, and making it as difficult around the world for them to move people and money."
951,503,CHRISTIE,"And then he went to prosecutors like us, and he said, never again. Don't prosecute these people after the crime is committed. Intervene before the crime happens. I absolutely believe that what the president did at the time was right."
952,503,CHRISTIE,And I am proud to have been one of the people on the stage who was part of making sure that what Governor Bush said before was the truth. America was safe for those seven years and Barack Obama has taken that safety away from us.
953,503,CHRISTIE,(APPLAUSE)
954,504,TAPPER,Dr. Carson?
955,505,CARSON,"Well, recognize that, you know, President George W. Bush is a great friend of ours, and we spent many wonderful days at the White House. I haven't been there in the last seven years. I probably have to have a food-tester."
956,505,CARSON,(LAUGHTER)
957,505,CARSON,"But at any rate, I didn't suggest that nothing be done. What I suggested to President Bush is to be Kennedy-esque, in the sense that when the Russians got ahead of us in the space race, what we did is use the bully pulpit to galvanize everybody, business, industry, academia behind a national goal to put a man on the moon and bring him back safely."
958,505,CARSON,"I said, you can do the same kind of thing. Declare that within five to 10 years we will become petroleum independent. The moderate Arab states would have been so concerned about that, they would have turned over Osama bin Laden and anybody else you wanted on a silver platter within two weeks."
959,505,CARSON,There are smart ways to do things and there are muscular ways to do things. And sometimes you have to look at both of those to come up with the right solution.
960,505,CARSON,(CROSSTALK)
961,506,TAPPER,... Governor Christie.
962,507,CHRISTIE,"Let me say this, Jake, is that while that may have been a fine idea that Dr. Carson had, these people were out to kill us."
963,507,CHRISTIE,"I stood in that region with my family, and every time a plane went overhead in the weeks after that, people's heads jerked to the sky because they thought it was happening again."
964,507,CHRISTIE,You do not need to go through subtle diplomacy at that point. That could be handled later on. What you need is a strong American leader who will take the steps that are necessary to protect our nation.
965,507,CHRISTIE,That's what I would do as commander-in-chief in this circumstance. And that's what President George W. Bush did in 2001.
966,507,CHRISTIE,(APPLAUSE)
967,508,TAPPER,Dr. Carson?
968,509,CARSON,"I have no argument with having a strong leader, and to be aggressive where aggression is needed. But it is not needed in every circumstance. There is a time when you can use your intellect to come up with other ways to do things. And I think that's what we have to start thinking about."
969,510,CARSON,There is no question that a lot of these problems that we have been talking about in terms of the international situation is because we are weak. It is because our Navy is so small. It is because our Air Force is incapable of doing the same things that it did a few years ago.
970,510,CARSON,It's because our Marines Corps is not ready to be deployed.
971,511,TAPPER,"Thank you, Dr. Carson."
972,512,CARSON,"There are a lot of problems that are going on, and we need to solve those problems, we need to build up our military..."
973,513,TAPPER,"Thank you, Dr. Carson."
974,514,RUBIO,"But radical terrorism cannot be solved by intellect. It cannot - they require - what they need, is they need an operating space. That's what Afghanistan was for Al Qaida. It was a vacuum that they filled, and they created an operating space."
975,514,RUBIO,"That's why they had to be drawn out of there. That's why they had to be destroyed. It is the reason why ISIS has grown as well. We allowed them - we allowed a vacuum to emerge in Syria. They used it as an operating space to grow; and today they're not just in Iraq and Syria anymore, they're now in Libya, conducting operations in the Sinai."
976,514,RUBIO,"They're now in Afghanistan, trying to supplant the Taliban as the most powerful radical jihadist group on the ground there, as well. You cannot allow radical jihadists to have an operating safe haven anywhere in the world."
977,515,TAPPER,"Thank you, Senator."
978,515,TAPPER,Governor Huckabee.
979,515,TAPPER,(APPLAUSE)
980,516,HUCKABEE,"Just today - just today, there was a new report that 50 different intelligence analysts have said that what they sent up the ladder was doctored by senior officials, so that they could give some happy talk to the situation that we face."
981,516,HUCKABEE,"I love the idea of a good intellectual capacity to deal with our enemies, but the fact is, if you don't have good intelligence that is reliable and honest, you won't have good intelligence and you cannot make good decisions."
982,516,HUCKABEE,"The next president is primarily elected not just to know things, but to know what to do with the things that he knows. And the most dangerous person in any room is the person who doesn't know what he doesn't know."
983,517,TAPPER,"Thank you, Governor."
984,518,HUCKABEE,"And the reason Barack Obama has been dangerous to this country and we better elect someone who had some executive experience, is because we cannot afford another eight years having a person in the office who doesn't know what he does not know."
985,519,TAPPER,"Thank you, governor, I want to turn to ISIS. Governor Walker..."
986,519,TAPPER,(CROSSTALK)
987,520,FIORINA,We just spent - we just spent the last 10 minutes...
988,521,TAPPER,"Governor Walker, there is a big debate now, we have been talking about ISIS here and there in this discussion, there a big debate right now about whether or not to send more U.S. troops to fight ISIS in Iraq and Syria."
989,521,TAPPER,"In the first debate earlier this evening, Senator Lindsey Graham argued that candidates are only serious about fighting ISIS if they're willing to send 10,000 U.S. troops to Iraq, 10,000 U.S. troops as part of a coalition to Syria."
990,521,TAPPER,"Governor Walker, you say, you just told me a few days ago that the 3,000 U.S. troops there right now are enough, as long as the rules of engagement are changed."
991,521,TAPPER,What do you know that Senator Graham doesn't know?
992,522,WALKER,"To be clear, what I said the other day was that we need to lift the political restrictions that are already in play. Barack Obama's administration has put political restrictions on the military personnel already in Iraq."
993,522,WALKER,"We need to lift those and then we need to listen to our military experts, not the political forces in the White House, but our military experts about how many more we sent in. And we certainly shouldn't have a commander-in-chief who sends a message to our adversaries as to how far we're going to go, and how far we're willing to fight, so I'm not putting a troop number."
994,522,WALKER,"What I'm saying is lift the political restrictions. When you do that, you empower our military personnel already there to work with the Kurd and the Sunni allies, to reclaim the territory taken by ISIS. And to do so in a way that allows that ISIS doesn't go back in Syria, as we were just talking about here."
