SentenceNo,SequenceNo,Speaker,Text
513,268,CRUZ,"She sees her cost of electricity going up. She sees her health insurance going up. And loose money is one of the major problems. We need sound money. And I think the Fed should get out of the business of trying to juice our economy and simply be focused on sound money and monetary stability, ideally tied to gold."
514,269,SANTELLI,"Senator Paul, the same question to you."
515,270,PAUL,"Well, thank you very much. I would like to thank Ted for co-sponsoring my bill, audit the Fed. And I think it's precisely because of the arrogance of someone like Ben Bernanke, who now calls us all know-nothings, that is precisely why we need audit the Fed."
516,270,PAUL,"I think it is really very much a huge problem that an organization as powerful as the Fed comes in, lobbies against them being audited on the Hill. I would prevent them lobbying Congress. I don't think the Fed should be involved with lobbying us."
517,270,PAUL,"I think we should examine how the Fed has really been part of the problem. You want to study income inequality, let's bring the Fed forward and talk about Fed policy and how it causes income inequality."
518,270,PAUL,"Let's also bring the Fed forward and have them explain how they caused the housing boom and the crisis, and what they've done to make us better or worse. I think the Fed has been a great problem in our society."
519,270,PAUL,"What you need to do is free up interest rates. Interest rates are the price of money, and we shouldn't have price controls on the price of money."
520,271,SANTELLI,"Thank you, Senator."
521,271,SANTELLI,(APPLAUSE)
522,271,SANTELLI,"Dr. Carson, you told The Des Moines Register that you don't like government subsidies, it interferes with the free market. But you've also said that you're in favor of taking oil subsidies and putting them towards ethanol processing."
523,271,SANTELLI,"Isn't that just swapping one subsidy for another, Doctor?"
524,272,CARSON,"Well, first of all, I was wrong about taking the oil subsidy. I have studied that issue in great detail. And what I have concluded is that the best policy is to get rid of all government subsidies, and get the government out of our lives, and let people rise and fall based on how good they are."
525,272,CARSON,"And -- you know, all of this too big to fail stuff and picking and choosing winners and losers -- this is a bunch of crap, and it is really causing a great deal of -- great deal of problems for our society right now."
526,272,CARSON,"And -- and -- you know, it goes back to the whole concept of regulations, which are in everything. The reason that I -- I hate them so much is because every single regulation costs in terms of goods and services."
527,272,CARSON,"That cost gets passed on to the people. Now, who are the people who are hurt by that? It's poor people and middle class. Doesn't hurt rich people if their bar of soap goes up ten cents, but it hurts the poor and the middle class."
528,272,CARSON,"And Bernie Sanders will tell them that it's because of the rich. Well, I'll tell you something you can take everything from the top 1 percent, and you apply it to our fiscal gap, and you won't even make a dent in it."
529,273,SANTELLI,"Thank you, Doctor."
530,273,SANTELLI,Becky?
531,274,QUICK,"Rick, thank you very much."
532,274,QUICK,"Governor Huckabee, you have railed against income inequality. You've said that some Wall Street executives should have gone to jail over the roles that they played during the financial crisis."
533,274,QUICK,"Apart from your tax plan, are there specific steps you would require from corporate America to try and reduce the income inequality."
534,275,HUCKABEE,"I don't think it's so much about when the government orders a corporation to do something. In fact, that's part of the problem. If you saw that blimp that got cut loose from Maryland today, it's a perfect example of government."
535,275,HUCKABEE,"I mean, what we had was something the government made -- basically a bag of gas -- that cut loose, destroyed everything in its path, left thousands of people powerless, but they couldn't get rid of it because we had too much money invested in it, so we had to keep it."
536,275,HUCKABEE,That is our government today. We saw it in the blimp.
537,275,HUCKABEE,(APPLAUSE)
538,275,HUCKABEE,"That's exactly what we saw. So look, corporations ought to exercise some responsibility. When CEO income has risen 90 percent above the average worker, when the bottom 90 percent of this country's economy has had stagnant wages for the past 40 years, somebody is taking it in the teeth."
539,275,HUCKABEE,"And it's not the folks on Wall Street. I'm not anti-Wall Street, but I don't believe the government ought to wear a team jersey, pick winners and losers."
540,276,QUICK,Governor?
541,277,HUCKABEE,The government ought to wear a striped shirt and just make sure the game...
542,278,QUICK,Governor?
543,279,HUCKABEE,...is paid -- played fairly.
544,280,QUICK,"Thank you. Now, everybody else has fudged their time and gone over, so please, don't cut me off too quick, Becky."
545,281,QUICK,"All right, Governor Huckabee."
546,282,HUCKABEE,Let me just close it out this way.
547,283,QUICK,How about 15 more seconds?
548,284,HUCKABEE,We need to be focusing on what fixes this country. And I'll tell you one thing that we never talk about -- we haven't talked about it tonight.
549,284,HUCKABEE,"Why aren't we talking about -- instead of cutting benefits for old people, cutting benefits for sick people -- why don't we say, ""let's cure the four big cost-driving diseases..."
550,285,QUICK,Governor?
551,286,HUCKABEE,"...""diabetes, heart disease, cancer and Alzheimer's?"""
552,287,QUICK,"Governor, I'm sorry..."
553,288,HUCKABEE,"If you do that, you don't just change the economy, you transform the lives of millions of hurting Americans."
554,289,QUICK,"Governor, thank you."
555,290,HUCKABEE,"Gosh, I'd love for us to talk about something like that. Thank you. QUICK: Governor, thank you. Appreciate it."
556,290,HUCKABEE,John?
557,291,HARWOOD,"Governor Bush, the tax reform bill that Ronald Reagan signed in 1986 cut the top personal income tax rate to 28 percent -- just like your plan does. But President Reagan taxed capital gains at the same rate, while you would tax them at just 20 percent."
558,291,HARWOOD,"Given the problems we've been discussing, growing gap between rich and poor, why would you tax labor at a higher rate than income from investments?"
559,292,BUSH,"Look, the -- the simple fact is that my plan actually gives the middle class the greatest break: $2,000 per family. And if you make $40,000 a year, a family of four, you don't pay any income tax at all."
560,292,BUSH,"Simplifying the code and lowering rates, both for corporations and -- and personal rates, is exactly what we need to do. You think about the regulatory cost and the tax cost -- that's why small businesses are closing, rather than being formed in our country right now."
561,292,BUSH,"The big corporations have the scale to deal with all of this. And what I think all of us are saying is, our monetary policy, our tax policy, regulatory policy needs to be radically changed so we can create high sustained growth for income to rise."
562,292,BUSH,"The government has tried it their way. Under -- under Barack Obama and the proposals of Hillary Clinton and Bernie Sanders and others, they've tried it their way, and it has failed miserably."
563,292,BUSH,"We need to take a new approach of taxing -- reforming how we tax, and reforming the regulations in our -- in our country before it's too late."
564,293,HARWOOD,"Senator Rubio, 30 seconds to you."
565,293,HARWOOD,"The Tax Foundation, which was alluded to earlier, scored your tax plan and concluded that you give nearly twice as much of a gain in after-tax income to the top 1 percent as to people in the middle of the income scale."
566,293,HARWOOD,"Since you're the champion of Americans living paycheck-to- paycheck, don't you have that backward?"
567,294,RUBIO,"No, that's -- you're wrong. In fact, the largest after- tax gains is for the people at the lower end of the tax spectrum under my plan. And there's a bunch of things my tax plan does to help them."
568,294,RUBIO,"Number one, you have people in this country that..."
569,295,HARWOOD,"The Tax Foundation -- just to be clear, they said the..."
570,295,HARWOOD,(CROSSTALK)
571,296,RUBIO,"...you wrote a story on it, and you had to go back and correct it."
572,297,HARWOOD,"No, I did not."
573,298,RUBIO,"You did. No, you did."
574,298,RUBIO,(APPLAUSE)
575,298,RUBIO,(CROSSTALK)
576,299,HARWOOD,"Senator, the Tax Foundation said after-tax income for the top 1 percent under your plan would go up 27.9 percent."
577,300,RUBIO,"Well, you're talking about -- yeah."
578,301,HARWOOD,"And people in the middle of the income spectrum, about 15 percent."
579,302,RUBIO,"Yeah, but that -- because the math is, if you -- 5 percent of a million is a lot more than 5 percent of a thousand. So yeah, someone who makes more money..."
580,303,HARWOOD,(inaudible)
581,304,RUBIO,"...numerically, it's gonna be higher. But the greatest gains, percentage-wise, for people, are gonna be at the lower end of our plan, and here's why: because in addition to a general personal exemption, we are increasing the per-child tax credit for working families."
582,304,RUBIO,"We are lowering taxes on small business. You know, a lot of business activity in America is conducted like the guy that does my dry cleaning. He's an S corporation. He pays on his personal rate, and he is paying higher than the big dry-cleaning chain down the street, because he's paying at his personal rate."
583,305,RUBIO,"Under my plan, no business, big or small, will pay more than 25 percent flat rate on their business income. That is a dramatic tax decrease for hard-working people who run their own businesses."
584,305,RUBIO,(CROSSTALK)
585,306,RUBIO,"...The other thing I'd like to make about our plan, one more point, it is the most pro growth tax plan that I can imagine because it doesn't tax investments at all. You know why? Because the more you tax something, the less of it you get."
586,306,RUBIO,I want to be in -- I want America to be the best...
587,307,PAUL,...John...
588,308,RUBIO,...in the world for people...
589,309,HARWOOD,"Senator, thank you."
590,310,PAUL,"John, I'd like to address this? John, could I follow up on this?"
591,311,QUINTANILLA,...We'll come back around. I want to get to governor Kasich.
592,312,PAUL,What are the rules on who gets to follow up. How do we decide on who gets to follow up? I've seen plenty of other people follow up?
593,313,QUICK,It's at the moderator discretion.
594,314,QUINTANILLA,"Governor Kasich, let's talk ..."
595,314,QUINTANILLA,(CROSSTALK)
596,315,QUINTANILLA,"...about Marijuana, Governor Kasich..."
597,316,PAUL,"I'd like to just mention something about my tax plan, and how it relates to the discussion..."
598,317,QUINTANILLA,"Alright, but 30 seconds, you made a case. Sure, 30 seconds."
599,318,PAUL,"Alright. Much of the discussion is centered over whether or not the different tax plans help, or affect the middle class. In fact, it's the chief argument by democrats against many of the different flat tax proposals. Mine is unique in the sense that my tax plan actually gets rid of the payroll tax as well. It shifts it to the business, and it would allow middle class people to get a tax cut."
600,318,PAUL,"If you just cut their income tax, there isn't much income tax to cut. Mine actually cuts the payroll tax, and I think it would spread the tax cut across all socioeconomic levels, and would allow then it to be something that would be broadly supported by the public in an election."
601,319,QUINTANILLA,"Senator, thank you."
602,320,CRUZ,Let me say on that...
603,321,QUINTANILLA,"Oh, no, no, no..."
604,322,CRUZ,"...Rand is exactly right. His plan is a good plan, and I will note that my 10% plan also eliminates the payroll tax, eliminates the death tax,"
605,323,QUINTANILLA,...Ok...
606,324,CRUZ,...eliminates the business...
607,325,MALE,(INAUDIBLE)
608,326,CRUZ,...income tax...
609,327,MALE,What are you doing?
610,328,CRUZ,...10% flat rate...
611,329,QUINTANILLA,...We're going to go to...
612,330,CRUZ,"...is the lowest personal rate any candidate up here has, and what it would also enable us to do is for every citizen to fill out their taxes on a postcard so we can eliminate the IRS."
613,330,CRUZ,(CHEERING) (APPLAUSE)
614,331,QUINTANILLA,"OK. Thank you, Senator. Governor Kasich, let's talk about marijuana. We're broadcasting from Colorado which has seen $150 million in new revenue for the state since legalizing last year. Governor Hickenlooper is not a big fan of legalization, but he's said the people who used to be smoking it are still smoking it, they're just now paying taxes."
615,331,QUINTANILLA,"Given the budget pressures in Ohio, and other states, is this a revenue stream you'd like to have?"
616,332,KASICH,"Well, first of all, we're running a $2 billion dollar surplus, we're not having a revenue problem right now. And, sending mixed signals to kids about drugs is a disaster. Drugs is one of the greatest scourge in this country, and I spent five years of my administration working with my team to do a whole sort of things to try to reign in the problem of overdoses, and it goes on and on. We could do a whole show on that."
617,332,KASICH,"I want to go back for a second thought on this issue of income inequality. My program would move the 104 programs of the federal Department of Education into four block grants, and send them back to the states because income inequality is driven by a lack of skills when kids don't get what they need to be able to compete and win in this country."
618,332,KASICH,"The fact is, in order to get this economy moving again, I call for freezing regulations for a year except for the problem of public safety. I believe that we need to cut these taxes down, we need to be on a roadmap to balancing the budget, and we need to send power, money, and influence, the welfare department, the education department, job training, infrastructure, Medicaid, all of that out of Washington back to the states so we can run these programs from where we live to the top, not a one size fits all mentality that they have in Washington."
619,332,KASICH,"And, that will get to the nub of opportunity for our children, and an ability to see wages rise. Again..."
620,332,KASICH,(CROSSTALK)
621,333,KASICH,"...One more time, in Ohio, our wages are growing faster than the national average. We've cut taxes, balanced budgets, changed the regulatory environment. Folks, you want to --"
622,334,QUINTANILLA,"Thank you, Governor."
623,335,KASICH,"-- fix America, this is the formula. It worked for Reagan and it works for our team in Ohio. Thank you."
624,336,QUINTANILLA,"Thank you. We'll be back from Boulder, Colorado in just a moment."
625,336,QUINTANILLA,(APPLAUSE)
626,336,QUINTANILLA,(BREAK)
627,337,QUICK,Welcome back to the University of Colorado and the Republican presidential debate right here on CNBC.
628,337,QUICK,"Mr. Trump, I want to go back to an issue that we were talking about before, the H-1B visas. I found where I read that before. It was from the donaldjtrump.com website and it says -- it says that again, Mark Zuckerburg's personal senator, Marco Rubio has a bill to triple H-1Bs that would decimate women and minorities. Are you in favor of H-1Bs or are you opposed to them?"
629,338,TRUMP,"I'm in favor of people coming into this country legally. And you know what? They can have it anyway you want. You can call it visas, you can call it work permits, you can call it anything you want. I've created tens of thousands of jobs, and in all due respect -- and actually some of these folks I really like a lot -- but I'm the only one that can say that. I have created tens of thousands of jobs, and I'll be creating many millions of jobs if I'm given -- if I'm given the opportunity to be president."
630,338,TRUMP,"As far as Mark is concerned, as far as the visas are concerned, if we need people, they have -- it's fine. They have to come into this country legally. We have a country of borders. We have a country of laws. We have to obey the laws. It's fine if they come in, but they have to come in legally."
631,339,QUICK,"Thank you, sir."
632,340,RUBIO,I was mentioned in the question.
633,341,QUICK,You were. You get 30 seconds.
634,342,RUBIO,Thank you.
635,342,RUBIO,"Well, I've learned the rules on this."
636,342,RUBIO,(LAUGHTER)
637,342,RUBIO,"Look, in addition to what Donald was saying is we also need to talk about the legal immigration system for permanent residents. Today, we have a legal immigration system for permanent residency that is largely based on whether or not you have a relative living here. And that's the way my parents came legally in 1956."
638,342,RUBIO,"But in 2015, we have a very different economy. Our legal immigration system from now on has to be merit-based. It has to be based on what skills you have, what you can contribute economically, and most important of all, on whether or not you're coming here to become an American, not just live in America, but be an American."
639,343,QUICK,"Thank you, Senator. Thank you, Senator."
640,343,QUICK,Carl?
641,344,QUINTANILLA,"Mr. Trump, you've said you have a special permit to carry a gun in New York."
642,345,TRUMP,Yes.
643,346,QUINTANILLA,"After the Oregon mass shooting on October 1st, you said, ""By the way, it was a gun-free zone. If you had a couple of teachers with guns, you would have been a hell of a lot better off."""
644,347,TRUMP,Or somebody else. Right.
645,348,QUINTANILLA,Would you feel more comfortable if your employees brought guns to work?
646,349,TRUMP,"Yes, I might feel more comfortable. I would say that I would and I have a permit, which is very unusual in New York -- a permit to carry. And I do carry on occasion, sometimes a lot. But I like to be unpredictable so that people don't know exactly... (LAUGHTER)"
647,350,QUINTANILLA,Are you carrying one now?
648,350,QUINTANILLA,(LAUGHTER)
649,350,QUINTANILLA,(CROSSTALK)
650,351,TRUMP,"By the way, unlike our country where we're totally predictable and the enemy, whether it's ISIS or anybody else, they know exactly what we're doing because we have the wrong leadership."
651,351,TRUMP,(APPLAUSE)
652,351,TRUMP,"But I feel that the gun-free zones and, you know, when you say that, that's target practice for the sickos and for the mentally ill. That's target. They look around for gun-free zones. You know, we could give you another example -- the Marines, the Army, these wonderful six soldiers that were killed. Two of them were among the most highly decorated -- they weren't allowed on a military base to have guns. And somebody walked in and shot them, killed them. If they had guns, he wouldn't be around very long. I can tell you, there wouldn't have been much damage."
653,351,TRUMP,"So, I think gun-free zones are a catastrophe. They're a feeding frenzy for sick people."
654,352,QUINTANILLA,"We called a few Trump resorts, a few Trump properties that -- that do not allow guns with or without a permit. Would you change those policies?"
655,353,TRUMP,I would change them. I would change them.
656,354,QUINTANILLA,OK. All right. Thank you.
657,354,QUINTANILLA,John?
658,355,HARWOOD,"Governor Huckabee, you've written about the huge divide in values between middle America and the big coastal cities like New York and Los Angeles. As a preacher as well as a politician, you know that presidents need the moral authority to bring the entire country together."
659,355,HARWOOD,"The leading Republican candidate, when you look at the average of national polls right now, is Donald Trump. When you look at him, do you see someone with the moral authority to unite the country?"
660,356,HUCKABEE,"You know, of the few questions I've got, the last one I need is to give him some more time. I love Donald Trump. He is a good man. I'm wearing a Trump tie tonight. Get over that one, OK?"
661,356,HUCKABEE,(APPLAUSE)
662,356,HUCKABEE,(CROSSTALK)
663,357,(UNKNOWN),Is it made in Mexico? HUCKABEE: I don't know.
664,358,(UNKNOWN),Where's it made? Is it made in China?
665,359,(UNKNOWN),Is it made in China or Mexico?
666,360,HUCKABEE,I have no idea.
667,360,HUCKABEE,(CROSSTALK)
668,361,TRUMP,"Such a nasty -- such a nasty question, but thank you, Governor."
669,362,HUCKABEE,You're welcome.
670,362,HUCKABEE,(LAUGHTER)
671,362,HUCKABEE,"Let me tell you, Donald Trump would be a president every day of the week and twice on Sunday, rather than Hillary. I've spent a lifetime in politics fighting the Clinton machine."
672,362,HUCKABEE,(APPLAUSE)
673,362,HUCKABEE,"You want to talk about what we're going to be up against next year? I'm the only guy on this stage -- you know, everybody has an ""only guy"" -- ""I'm the only guy this; I'm the only guy that."" Well, let me tell you one thing that I am the only guy The only guy that has consistently fought the Clinton machine every election I was ever in over the past 26 years. And not only did I fight them, but I beat them."
674,362,HUCKABEE,"Somebody says ""I'm a fighter."" Well, I want to know, did you win? Well, I did. And not only did I fight them and win, I lived to tell about it and I'm standing on this stage tonight as evidence of that. And I think that ought to be worth something."
675,363,HARWOOD,"Thank you, Governor."
676,364,CHRISTIE,"John, I'll tell you something. You want to talk about moral authority. Let's talk about something that happened this week in the news. You know, the FBI director, the president's appointed FBI director has said this week that because of a lack of support from politicians like the president of the United States, that police officers are afraid to get out of their cars; that they're afraid to enforce the law. And he says, the president's appointee, that crime is going up because of this."
677,364,CHRISTIE,"And when the president of the United States gets out to speak about it, does he support police officers? Does he stand up for law enforcement? No, he doesn't. I'll tell you this, the number one job of the president of the United States is to protect the safety and security of the American people. This president has failed, and when I'm in the Oval Office, police officers will know that they will have the support of the president of the Untied States. That's real moral authority that we need in the Oval Office."
678,365,HARWOOD,"Thank you, Governor."
679,365,HARWOOD,"Don't forget my colleague, Sharon Epperson."
680,366,EPPERSON,"Thank you, John."
681,366,EPPERSON,"Mrs. Fiorina, you were the CEO of a large corporation that offers a 401(k) to its employees. But more than half of American have no access to an employer sponsored retirement plan."
682,366,EPPERSON,"That includes the workers at small businesses, and the growing ranks of Uber drivers and other part-timers in the freelance economy."
683,366,EPPERSON,Should the Federal Government play a larger role in helping to set up retirement plans for these workers?
684,367,FIORINA,"No, the Federal Government should not play a larger role."
685,367,FIORINA,"Look, every time the Federal Government gets engaged in something it gets worse. And then the Government steps in to try and solve the problem and we get a little further down to that progressive vision that Hillary Clinton is talking about."
686,367,FIORINA,"Companies should, if they want to attract the best workers, provide a good set of benefits. But honestly, if you're a small business owner today you are being crushed. We have 400,000 small businesses forming every year in this country. How great is that? They are employing themselves, they are potentially employing others."
687,367,FIORINA,"The bad news is, we have 470,000 going out of business every year. And why? They cite Obamacare."
688,367,FIORINA,They are refusing to...
689,368,EPPERSON,So you wouldn't agree -- you wouldn't agree with a start for 401(k) for businesses or anything like that?
690,369,FIORINA,"I think it's a wonderful that that businesses start a 401(k). The point I'm making is this, the Federal Government should not be in a lot of things."
691,369,FIORINA,There is no Constitutional role for the Federal Government in setting up -- retirement plans. There is no Constitutional role for the Federal Government to be setting minimum wages...
692,370,EPPERSON,Thank you very much.
693,371,FIORINA,"... The more the Government gets engaged in the economy, the slower the economy becomes. The more the Government gets engaged in the economy, it is demonstrably true..."
694,372,EPPERSON,"Thank you, the rules say one minute."
695,373,FIORINA,"... The more the big, the powerful, the wealthy and the well-connected are advantaged."
696,374,EPPERSON,"Thank you, Ms. Fiorina. We appreciate it. Thank you, thank you."
697,374,EPPERSON,"I want to turn my attention now, to you now, Governor Kasich."
698,374,EPPERSON,Most people can't get a college degree without going into debt. Over 40 million Americans have student loans and many of them cannot pay them back.
699,374,EPPERSON,This country has over $100 billion in student loan defaults. That's billion with a b.
700,374,EPPERSON,"What will you do to make sure that students, their families, taxpayers, won't feel the economic impact of this burden for generations?"
701,374,EPPERSON,"Well, first of all, in Ohio we're changing the whole system. Universities will not get paid one dime unless the student graduates or -- graduates or completes a course."
702,374,EPPERSON,"Secondly, you can be in high school and complete almost an entire first year before you go to college and get credit to do that. And, of course, in addition to that, we are working now to go after the cost drivers in our universities. And let me give you an example. Universities today have so many non-academic assets. At Ohio State they sold the parking garage and the parking lot, and they got $500 million because they shouldn't be in the parking lot business. They shouldn't be in the ding business, they shouldn't be in the dorm business."
703,374,EPPERSON,"And, of course, we need to take advantage of on-line education to reduce these costs and begin to dis-intermediate the cost of four years."
704,374,EPPERSON,"Now, for those who that have these big high costs, I think we can seriously look at an idea of where you can do public service. I mean legitimate, public service and begin to pay off some of that debt through the public service that you do. And in the meantime, it may inspire us to care more about our country, more about ourselves."
705,374,EPPERSON,"This is a big moral issue in America. Living a life bigger than yourself, and being a center of healing and justice. And people can learn it through public service."
706,375,EPPERSON,"Thank you, thank you."
707,376,BUSH,We don't need the federal government to be involved in this at all.
708,377,QUICK,Higher education is the example...
709,378,BUSH,"We don't need the Federal Government to be involved in this, because when they do we create a $1.2 trillion debt."
710,378,BUSH,"In Florida, we have the lowest in-state tuition of any state, because there's accountability, just as John said. Let the states do this. You'll create a much better graduation rate at a lower cost, and you won't in debt the next generation with recourse debt on their backs."
711,378,BUSH,"It's always a solution of the left to create more Government from the Federal Government. It is broke, it is not working."
712,378,BUSH,(CROSSTALK)
713,379,QUINTANILLA,"Governor Bush, daily fantasy sports has become a phenomenon in this country, will award billions of dollars in prize money this year. But to play you have to assess your odds, put money at risk, wait for an outcome that's out of your control. Isn't that the definition of gambling, and should the Federal Government treat it as such?"
714,380,BUSH,"Well, first of all, I'm 7 and 0 in my fantasy league."
715,381,QUINTANILLA,I had a feeling you were going to brag about that.
716,382,BUSH,"Gronkowski is still going strong. I have Ryan Tannehill, Marco, as my quarterback, he was 18 for 19 last week. So I'm doing great. But we're not gambling."
717,382,BUSH,"And I think this has become something that needs to be looked at in terms of regulation. Effectively it is day trading without any regulation at all. And when you have insider information, which apparently has been the case, where people use that information and use big data to try to take advantage of it, there has to be some regulation."
718,382,BUSH,"If they can't regulate themselves, then the NFL needs to look at just, you know, moving away from them a little bit. And there should be some regulation. I have no clue whether the federal government is the proper place, my instinct is to say, hell no, just about everything about the federal government."
719,382,BUSH,(CROSSTALK)
720,383,CHRISTIE,"Carl, are we really talking about getting government involved in fantasy football?"
721,383,CHRISTIE,(LAUGHTER)
722,383,CHRISTIE,"We have -- wait a second, we have $19 trillion in debt. We have people out of work. We have ISIS and al Qaeda attacking us. And we're talking about fantasy football? Can we stop?"
723,383,CHRISTIE,(APPLAUSE)
724,384,CHRISTIE,"How about this? How about we get the government to do what they're supposed to be doing, secure our borders, protect our people, and support American values and American families. Enough on fantasy football. Let people play, who cares?"
725,384,CHRISTIE,(CROSSTALK)
726,385,QUICK,"I want to go back, if I can, to the issue of..."
727,385,QUICK,(CROSSTALK)
728,386,QUICK,"I want to go back, if I may, to the... HARWOOD: Governor Christie, you've said something that many in your party do not believe, which is that climate change is undeniable, that human activity contributes to it, and you said, quote: ""The question is, what do we do to deal with it?""."
729,386,QUICK,So what do we do?
730,387,CHRISTIE,"Well, first off, what we don't do is do what Hillary Clinton and John Kerry and Barack Obama want us to do, which is their solution for everything, put more taxes on it, give more money to Washington, D.C., and then they will fix it."
731,387,CHRISTIE,"Well, there is no evidence that they can fix anything in Washington, D.C."
732,388,HARWOOD,What should we do?
733,389,CHRISTIE,"What we should do is to be investing in all types of energy, John, all types of energy. I've laid out..."
734,390,HARWOOD,You mean government?
735,391,CHRISTIE,"No, John. John, do you want me to answer or do you want to answer?"
736,391,CHRISTIE,(LAUGHTER)
737,391,CHRISTIE,How are we going to do this?
738,391,CHRISTIE,(APPLAUSE)
739,391,CHRISTIE,"Because, I've got to tell you the truth, even in New Jersey what you're doing is called rude. So..."
740,391,CHRISTIE,(LAUGHTER)
741,391,CHRISTIE,"We've laid out a national energy plan that says that we should invest in all types of energy. I will tell you, you could win a bet at a bar tonight, since we're talking about fantasy football, if you ask who the top three states in America are that produce solar energy California and Arizona are easy, but number three is New Jersey."
742,391,CHRISTIE,Why? Because we work with the private sector to make solar energy affordable and available to businesses and individuals in our state.
743,391,CHRISTIE,"We need to make sure that we do everything across all kinds of energy natural gas, oil, absolutely. But also where it's affordable, solar, wind in Iowa has become very affordable and it makes sense."
744,391,CHRISTIE,"That is the way we deal with global warming, climate change, or any of those problems, not through government intervention, not through government taxes, and for God's sake, don't send Washington another dime until they stop wasting the money they're already sending there."
745,392,HARWOOD,"Thank you, Governor."
746,392,HARWOOD,(APPLAUSE)
747,393,HARWOOD,Becky.
748,394,QUICK,"Senator Paul, among the leading conservative opponents to the creation of Medicare back in the 1960s was Ronald Reagan. He warned that it would lead to socialism. Considering the mounting cost of Medicare, was he right to oppose it?"
749,395,PAUL,"The question always is, what works better, the private marketplace or government? And what distributes goods better? It always seems to be the private marketplace does a better job."
750,395,PAUL,Is there an area for a safety net? Can you have Medicare or Social Security? Yes. But you ought to acknowledge the government doesn't do a very good job at it.
751,395,PAUL,"The main problem with Medicare right now is that the average person pays in taxes over their whole lifetime about $100,000. But the average person takes out about $350,000. We have this enormous mismatch because we have smaller and smaller families."
752,395,PAUL,"When people ask me, whose fault is it? Whose fault is it that Medicare is broken, out of money, that Social Security is broken, out of money? And I say, look, it's not Republicans' fault, it's not Democrats' fault, it's your grandparents' fault for having too many damn kids."
753,395,PAUL,(LAUGHTER)
754,395,PAUL,"After the war we had all of these kids, Baby Boomers. Now we're having smaller families. We used to have 16 workers for one retiree, now you have three workers for one retiree."
755,395,PAUL,"It's not working. I have a bill to fix Medicare. I've a bill to fix Social Security. For both of them you have to gradually raise the age. If you're not willing to do that, nobody wants to do it, but if you're not willing to gradually raise the age, you're not serious about fixing either one of them."
756,396,QUICK,"Senator, thank you."
757,397,UNIDENTIFIED MALE,"Becky, may I..."
758,398,QUINTANILLA,"This is the-- well, we're going to take a break. We want to save time for closing statements after the break."
759,398,QUINTANILLA,"So this is the Republican presidential debate in Boulder, and we'll be right back."
760,398,QUINTANILLA,(COMMERCIAL BREAK)
761,398,QUINTANILLA,(APPLAUSE)
762,399,QUICK,"Welcome back to Boulder, Colorado and the Republican presidential debate right here on CNBC."
763,399,QUICK,"Governor Huckabee, you wanted to respond to the points that Senator Rand Paul was just making when it comes to Social Security. Your time, sir."
764,400,HUCKABEE,"Well, and specifically to Medicare, Becky, because 85 percent of the cost of Medicare is chronic disease. The fact is if we don't address what's costing so much, we can't throw enough money at this. And it's why I've continued to focus on the fact that we need to declare war on the four big cost drivers because 80 percent of all medical costs in this country are chronic disease. We don't have a health care crisis in America, we have a health crisis."
765,400,HUCKABEE,"And until we deal with the health of Americans and do what we did with polio -- when I was a little kid, we eradicated it. You know how much money we spent on polio last year in America? We didn't spend any. We've saved billions of dollars."
766,400,HUCKABEE,"You want to fix Medicare? Focus on the diseases that are costing us the trillions of dollars. Alzheimers, diabetes, heart disease and cancer. Eradicate those and you fix Medicare and you've fixed America, its economy and you've made people's lives a heck of a lot better."
767,401,BUSH,Becky --
768,402,QUICK,"Thank you, Governor."
769,402,QUICK,(APPLAUSE)
770,403,BUSH,-- the governor's absolutely right. But we also need to reform Medicare and Social Security. We can't just allow it to continue on its current path the way that Hillary Clinton wants to do because there'll be major reductions in benefits in the next decade if we do nothing.
771,403,BUSH,"I have a concrete plan to do just that, which allows people to keep HSAs to encourage savings, it allows for people that are retiring with Social Security to be able to get a minimum of 125 percent of the poverty level so that there is a baseline that in this generous country of ours no one goes below."
772,404,HARWOOD,"Governor Bush, Mr. Trump says that he is capable of growing the economy so much that Social Security and Medicare don't have to be touched. Do you want to explain how that is going to happen, Mr. Trump?"
773,405,TRUMP,"Yes, it's very simple. We're going to make a really dynamic economy from what we have right now, which is not at all dynamic. We're going to bring jobs back from Japan, we're going to bring jobs back from China, we're going to bring, frankly, jobs back from Mexico where, as you probably saw, Nabisco is leaving Chicago with one of their biggest plants, and they're moving it to Mexico."
774,405,TRUMP,"We're going to bring jobs and manufacturing back. We're going to cut costs. We're going to save Social Security, and we're going to save Medicare."
775,406,(UNKNOWN),"Governor, you just heard him."
776,407,BUSH,"You have to reform Social Security, and the simple way to do it is to make sure that the wealthiest don't receive the same benefits as people that are lower-income."
777,407,BUSH,"And make sure you enhance savings in the private market. The idea of 401(k)s. I have a small business that I set up. It took -- it took an arm and a leg to be able to set up a 401(k). Because of all the federal mandates and federal laws, it was too expensive."
778,407,BUSH,We need to incent private savings and make sure that Social Security is protected for those that have it.
779,408,KASICH,John.
780,409,BUSH,"But the idea that you can't -- that you're just gonna grow your way out of this -- I have a plan to grow the economy at 4 percent, but you're gonna have to make adjustments for both Medicare and Social Security."
781,410,(UNKNOWN),"Governor Kasich, do you want 30 seconds?"
782,411,KASICH,"I wanna tell you, in my state, we took Medicaid, the hardest program to control, and we took it from a 10 percent growth rate to 2.5 percent without taking one person off the rolls or cutting one single benefit."
