SentenceNo,SequenceNo,Speaker,Text
523,317,TRUMP,We have a situation where we will win in court...
524,317,TRUMP,(BELL RINGING) 
525,318,TRUMP," But, many of the people that are witnesses did tremendously well, and made a lot of money..."
526,319,RUBIO, ... That’s false...
527,320,TRUMP, ... By taking the course.
528,321,KELLY," Go ahead, Senator."
529,322,TRUMP," You’re going to see, you don’t know..."
530,323,RUBIO, ... The Better Business Bureau gave it a “D” minus.
531,324,TRUMP," You’re going to see, you’re going to see."
532,325,KELLY, ... It’s Senator Rubio’s turn...
533,326,TRUMP," ... No, no. Before they had the information..."
534,327,RUBIO," ... Go on my website, Marco Rubio.com..."
535,328,TRUMP, ... Before they had the information...
536,329,KELLY," ... Senator Rubio, standby, let him finish his point, and then I’ll give you the floor..."
537,330,TRUMP," ... Before they had the information it got — it is right now an “A”, once they had the information..."
538,331,RUBIO, ... (INAUDIBLE) this anymore.
539,332,TRUMP, ... The only reason that is was a “D” was because we didn’t care — we didn’t give them the information...
540,333,RUBIO, ... A third of the people (INAUDIBLE)...
541,334,TRUMP, ... When they got the information it became an “A”...
542,335,KELLY, ... With respect — wait. With respect...
543,336,TRUMP, ... Marco you don’t know (INAUDIBLE)...
544,337,KELLY," ... With respect, we went back and looked at this..."
545,338,TRUMP, ... Yes.
546,339,KELLY, The rating from the Better Business Bureau was a “D” minus...
547,339,KELLY,(CHEERING) (APPLAUSE) 
548,340,TRUMP, ... (INAUDIBLE)
549,341,KELLY," ... that’s the last publicly available rating in 2010, and it was the result of a number of complaints they had..."
550,342,TRUMP, ... But it was elevated to an “A”...
551,343,UNIDENTIFIABLE MALE, (INAUDIBLE)
552,344,KELLY, ... That’s never been publicly available.
553,345,TRUMP, ... I can give it to you. I can give it to you tomorrow..
554,346,KELLY," ... Let’s just bring the viewers up to speed, let’s just bring the viewers up to speed."
555,347,TRUMP, ... It was elevated to an “A”.
556,348,KELLY," Let me just set the record, and then you guys can have at it. There was Trump University, which was a business that you started, and it was marketed..."
557,349,TRUMP, ... Small business...
558,350,KELLY," ... to many people, and now there is a class-action of over 5,000 plaintiffs against you, Mr. Trump..."
559,351,TRUMP, ... Right...
560,352,KELLY," ... And, it involves veterans, and it involves teachers, and it involves so-called little guys, working class, and lower- working class and middle class who say that they were fleeced, who say that it was as scam. The class has been certified, and in that case you counter-sued the lead plaintiff alleging that you were being defamed."
561,352,KELLY,That case was thrown out against her...
562,353,TRUMP, ... The lead plaintiff is now getting out of the case because it’s so bad for her...
563,354,KELLY," ... But, what happened was..."
564,355,TRUMP," ... Excuse me, the lead plaintiff signed a letter saying how great it was, and it on tape saying how great it was."
565,356,KELLY," OK, no, but — standby. But, what happened in that case was you counter-sued her. The court threw out your counter-suit, and made you pay almost $800,000 dollars in legal fees of hers, and you made the same argument about 98 percent of the people being happy with Trump University. And, that woman in particular signing a survey saying she liked it while someone was standing over her shoulder..."
566,357,TRUMP, ... She’s trying to get out of the case. She’s trying to get out of the case...
567,358,KELLY," ... And this is what — standby, this is what the Court of Appeals found. They said that the plaintiffs against you are like the Madoff victims..."
568,359,TRUMP," Oh, give me a break... KELLy: ... This is what the Court of Appeals said."
569,360,TRUMP, Give me a break.KELLY: This is what the court of appeals said.
570,361,TRUMP, Give me a break.
571,362,KELLY, They found that victims of con artists often sing the praises of their victimizers until they realize they have been fleeced.
572,363,TRUMP," You know what, let’s see what happens in court. This is a civil case. Very easy to have settled. Could settle it now. Very easy to have settled. Let’s see what happens at the end of a couple years when this case is over, OK?"
573,364,KELLY, It has been going for five years.
574,365,TRUMP," Yes, it has been going for a long time."
575,366,KELLY," Go ahead, Senator."
576,367,RUBIO, I spoke to one of the victims yesterday.
577,368,TRUMP, We’ll win the case.
578,369,RUBIO, I spoke to one of the victims yesterday.
579,370,TRUMP," One, one of the victims."
580,371,RUBIO," No, there are several. Obviously there are so many, I can’t talk to them every day. I spoke to one of them, he told me exactly what happened. They signed up for this course because they believed Mr. Trump was this fantastic businessman, that Donald is going to teach them the tricks of the trade."
581,371,RUBIO,"They signed up. They paid $15,000 for this course. They were asked for additional money for this course. If they really wanted the real secrets of success, they had to pay even more money, and so they did."
582,371,RUBIO,"And you know what they got in these courses? Stuff you can pull off of Zillow. When they finally realized what a scam it was, they asked for their money back."
583,371,RUBIO,And you refused to give them their money back. Why don’t you tonight...
584,372,TRUMP, I gave many people their money back. RUBIO: Then why don’t you tonight say you’re going to give the money back to everybody who wants...
585,373,TRUMP, Let me just...
586,373,TRUMP,(CROSSTALK)
587,374,KELLY," OK. Senator Rubio, let him answer."
588,374,KELLY,(CROSSTALK)
589,375,KELLY, Let him answer.
590,375,KELLY,"Go ahead, Mr. Trump."
591,376,TRUMP," We will see who’s right at the end of a few years. But all of the — almost all of the people, many, many people signed what’s called the report card at the end, did you like the course, how did you like it."
592,376,TRUMP,"Almost all of them said it was terrific, OK? With letters, with this. Some of them are on tape saying it was terrific. Let’s see what happens at the end of three years."
593,377,KELLY," With respect, Mr. Trump, one-third of the plaintiffs in that case demanded refunds. So it’s not the case that 98 percent were..."
594,378,TRUMP," I gave some refunds to people because if they asked for the refunds in a certain period of time, and we gave refunds to people."
595,379,KELLY, OK.
596,380,TRUMP, But let’s see what happens at the end of three years. Let’s see who’s right.
597,381,KELLY, Still a pending litigation.
598,381,KELLY,(CROSSTALK)
599,382,TRUMP, It’s called pending litigation.
600,383,RUBIO," Megyn, this is why this is relevant to this election."
601,384,KELLY, All right. Senator Rubio then Senator Cruz. Go ahead.
602,385,RUBIO," This is why, because he’s trying to do to the American voter what he did to the people that signed up for this course. He’s making promises he has no intention of keeping. And it won’t just be $36,000 that they lose, it’s our country that’s at stake here."
603,385,RUBIO,"The future of the United States and the most important election in a generation, and he’s trying to con people into giving them their vote just like he conned these people into giving him their money. "
604,386,TRUMP, Let me tell you the real con artist. Excuse me. Excuse me. The real con artist is Senator Marco Rubio who was elected in Florida and who has the worst voting record in the United States Senate.
605,386,TRUMP,"He doesn’t go to vote. He’s absent. He doesn’t go. Now, the people of Florida can’t stand him. He couldn’t get elected dogcatcher. The people of Florida — the people of Florida — and by the way, I know he’s going to spend $25 million on ads. Without that he wouldn’t have a chance. He’s 20 points south."
606,386,TRUMP,"The people in Florida wouldn’t elect him dogcatcher. He couldn’t get any — he’s right now 21 points down to me. And, you know..."
607,387,KELLY, OK.
608,388,TRUMP," ... again, there will be a lot of advertising. It’s the only thing that might save him. But I doubt it."
609,389,RUBIO, Notice that’s not an answer.
610,390,KELLY, I’m coming to you next. But go ahead.
611,390,KELLY,(CROSSTALK)
612,391,TRUMP, He scammed the people of Florida. He scammed people. He doesn’t vote. He doesn’t show up for the U.S. Senate. He doesn’t vote. He scammed the people. He defrauded the people of Florida.
613,392,KELLY," With respect, you’ve made that point."
614,392,KELLY,Go ahead.
615,393,RUBIO," There’s no — as you can see in his answer, it’s always the same thing."
616,394,TRUMP," You defrauded the people of Florida, little Marco."
617,395,RUBIO," He has defrauding people out of things, and not just — and not just, by the way, on the issue of Trump University. He had another development in Mexico that he had nothing to do with except his name on the building. People put money into that building."
618,396,TRUMP, That was licensing.
619,397,RUBIO," They lost their money. Yes, licensing, but you told them you owned the building. So they gave him his money. They lost their money. Time and again..."
620,398,KELLY, All right. Stand by. I will come back to you. Senator Cruz wants to weigh in. You’re coming back.
621,398,KELLY,Go ahead.
622,399,CRUZ," Megyn, let me ask the voters at home, is this the debate you want playing out in the general election? The stakes in this election are too high. For seven years, millions of Americans, we’ve been struggling, wages have been stagnating, people are hurting, our constitutional rights are under assault."
623,399,CRUZ,"And if we nominate Donald, we’re going to spend the spring, the fall, and the summer with the Republican nominee facing a fraud trial..."
624,400,TRUMP," Oh, stop it."
625,401,CRUZ, ... with Hillary Clinton saying...
626,402,TRUMP, It’s just a minor case. It’s a minor case.
627,403,CRUZ," ... why did you give my campaign and my foundation $100,000?"
628,404,TRUMP, It’s a minor civil case.
629,405,CRUZ, And with Hillary Clinton...
630,406,TRUMP, Give me a break.
631,407,CRUZ, ... pointing out that he supported her four times in her presidential race.
632,408,TRUMP, It’s a minor civil case.
633,409,CRUZ," Donald, learn not to interrupt. It’s not complicated."
634,410,TRUMP," There are many, many civil cases."
635,411,CRUZ," Count to 10, Donald. Count to 10."
636,412,TRUMP, Give me a break.
637,413,CRUZ," Count to 10. The stakes are too high and if you are one of the 65 to 70 percent of Republicans who recognize that nominating Donald would be a disaster, then I ask you to come join us. If you’re supporting other candidates, come join us."
638,413,CRUZ,"We welcome you to our team because we’ve demonstrated not once, not twice, not three times, but five separate times we have beat Donald. And if you don’t want him to be the nominee, then I ask you to stand with us as a broad coalition of people who believe in the Constitution, believe in freedom, and want to turn this country around."
639,414,KELLY," Go ahead, Mr. Trump.TRUMP: I don’t believe these politicians. All talk, no action. I’m standing here listening to — I’m hearing him say about a percentage. CNN, he gets 15. That means 85 percent, based on what you’re saying, of the people don’t dig you, number one, number one. Is that a correct statement? How do you get — are you at 15 in the new CNN poll? Do you believe in CNN? I mean, I know we’re with FOX. But CNN spent — CNN..."
640,415,CRUZ," All right, I’ll respond..."
641,415,CRUZ,(CROSSTALK)
642,416,TRUMP," CNN spent a lot of money on a poll, just came out. I’m at 49. He’s at 15. He tells me about 65 percent of the people. It’s not 65 percent of the people. If you go by that, 85 percent of the people."
643,416,TRUMP,"Then he goes, we have five. And — well, excuse me, I won 10. I won 10 states. If you listen to him, it’s like — I won 10 states. Everybody knows that on Super Tuesday Trump was the winner. There wasn’t one person that didn’t say that. Even the two people on your left and right said we did a great job. So how does he take — how does he take five and say it’s better than 10?"
644,417,KELLY," Go ahead, Senator."
645,418,TRUMP," I am by far the leader. But if you listen to a politician, he’ll try and convince you otherwise."
646,419,KELLY," Senator Cruz, go."
647,420,CRUZ," All right, well, Donald lives by the polls every day. He tweets about the polls."
648,421,TRUMP," No, I don’t. No, I don’t."
649,422,CRUZ," He’s told us to look to the CNN poll. Well, that’s a very good poll to look to, because that CNN poll showed that head to head Donald Trump loses to Hillary Clinton by 8 points. He doesn’t just lose close; he loses by 8 points. That same poll he told you to look at shows me beating Hillary Clinton."
650,422,CRUZ,(APPLAUSE)
651,422,CRUZ,"We cannot mess this up. And, by the way, the last four polls in a row, when you nominate a candidate who literally has been on every side of every issue, and in the course of this debate may be on two other sides before we’re done, that’s not how you win. And the stakes are too high. (CROSSTALK)"
652,423,KELLY, All right. I’m going to let Mr. Trump — I’m going to let — let me just...
653,424,TRUMP, According to your poll...
654,424,TRUMP,(CROSSTALK)
655,425,KELLY," I’m going to let you respond to that, Mr. Trump. I’m going to then go to you, Governor. You’re up next."
656,426,TRUMP," ... I know, but your recent polls have me beating Hillary Clinton, and very, very easily."
657,427,KELLY, OK. Do you want to weigh in?
658,428,KASICH," All right, look, honestly, when I see people at these meetings, these town halls, where we take massive questions, and I get to spend time with them. Last night, there was a woman that came to tell me about the loss of her 15-year-old son, who took his own life."
659,428,KASICH,"See, there’s people in this country — and Ted’s right — their wages haven’t gone up for so long, they see the rich get richer, they believe, and they’re not moving. And they put their money in the bank, and they got no interest on their money. They receive none. And their sons or daughters are living in the basement because they can’t get a good job after they rang up so much college debt."
660,428,KASICH,"What people are hungry for is, who can fix this? People want to know who — what can you do to solve the problems in Washington, to make sure that we have stronger job growth and better wages? But you know what else they’re yearning for? They want to believe that they have the power to fix things where they live, and they want the power back, so they can begin to do things in their community."
661,428,KASICH,"Now, listen, this has been going on for a long time here. And I appreciate the discussion back and forth. But there are a lot of people out there yearning for somebody who’s going to bring America back, both at the leadership level and in the neighborhood, where we can begin to reignite the spirit of the United States of America. And let’s stop fighting."
662,428,KASICH,(APPLAUSE)
663,429,KELLY," Governor, thank you. Gentlemen, thank you."
664,430,WALLACE," Much more to come live from the Fox Theater, including where the candidates stand on the social issues facing the country. The Republican presidential debate continues in a moment.(COMMERCIAL BREAK)"
665,431,KELLY," Welcome back, everybody, to the Fox News Republican presidential debate. We want to get right back to the questions."
666,431,KELLY,(APPLAUSE)
667,432,BAIER," We are here in Detroit. The top issues in Michigan, according to Facebook, are displayed in a word cloud you’re taking a look at. The second biggest issue is clean water. That, of course, is directly tied with the situation in Flint."
668,432,BAIER,"Senator Rubio, Bernie Sanders and Hillary Clinton have both been to Flint. They are both running ads in this state focusing on that, focusing on supporting Flint and fixing the problems, showing images of people in Flint thankful that they’re there."
669,432,BAIER,"Without getting into the political blame game here, where are the national Republicans’ plans on infrastructure and solving problems like this? If you talk to people in this state, they are really concerned about Flint on both sides of the aisle. So why haven’t GOP candidates done more or talked more about this?"
670,433,RUBIO," Well, I know I’ve talked about it, and others in our campaign have talked about it, and other candidates have talked about it, as well. What happened in Flint was a terrible thing. It was systemic breakdown at every level of government, at both the federal and partially the — both the state and partially at the federal level, as well."
671,433,RUBIO,"And by the way, the politicizing of it I think is unfair, because I don’t think that someone woke up one morning and said, “Let’s figure out how to poison the water system to hurt someone.”"
672,433,RUBIO,(APPLAUSE)
673,433,RUBIO,"But accountability is important. I will say, I give the governor credit. He took responsibility for what happened. And he’s talked about people being held accountable..."
674,433,RUBIO,(APPLAUSE)
675,433,RUBIO,"... and the need for change, with Governor Snyder. But here’s the point. This should not be a partisan issue. The way the Democrats have tried to turn this into a partisan issue, that somehow Republicans woke up in the morning and decided, “Oh, it’s a good idea to poison some kids with lead.” It’s absurd. It’s outrageous. It isn’t true."
676,433,RUBIO,(APPLAUSE)
677,433,RUBIO,"All of us are outraged by what happened. And we should work together to solve it. And there is a proper role for the government to play at the federal level, in helping local communities to respond to a catastrophe of this kind, not just to deal with the people that have been impacted by it, but to ensure that something like this never happens again."
678,434,BAIER," Thank you, Senator."
679,434,BAIER,(APPLAUSE)
680,435,KELLY," Governor Kasich, the city of Detroit has long suffered with urban blight, broken street lights, dilapidated and vacant houses, and so on. In 2013, Detroit actually declared bankruptcy, which helped, but the schools here remain a big problem. They’re $3.5 billion in debt and are some of the most troubled and poorly testing in the country. The kids too often go to classrooms that are unsafe, falling apart, infested with rodents and insects. Experts say the schools could go bankrupt by next month."
681,435,KELLY,"Question to you. If the federal government bailed out the auto industry here in Detroit, should it also bail out the Detroit schools?"
682,436,KASICH," Well, look, first of all, I think the mayor now is controlling the schools. This is not much different than what happened in Cleveland, Ohio, where the African-American Democrat mayor, the union, and business leaders came to see me and said, “Would you help us to pass legislation to really create a CEO environment so that we can take control of the schools?”"
683,436,KASICH,"We even invested in a buyout plan, where we bought out the teachers who had been there a long time, because there were so many young teachers who had been laid off who were so enthusiastic to get back in the schools. It worked beautifully. Cleveland’s coming back. The Cleveland schools are coming back because of a major overhaul."
684,436,KASICH,"It’s the same thing that has to happen in all of our urban schools. And, frankly, look, if I were president, I’d take 104 federal programs, bundle them into four buckets, and send it to the states, because fixing schools rests at the state and the local level, and particularly at the school board level. (APPLAUSE)"
685,437,KASICH," Now, I also believe — I also believe that you need to introduce vocational education in those schools. You need mentoring in those schools. And you need to have a situation where people can have an alternative forum to get a degree. And you need school choice, both vouchers and charter schools. All of those things can come together to help, Megyn."
686,437,KASICH,"But here’s the bottom line. And I’ll go quickly. We as adults have to fight in our neighborhoods, in our communities, for our children’s education. Put the politics aside, and everyone in this room can play a role in lifting their schools and lifting the students who are in those schools, because too much politics gets in the middle of it, and where we focus as adults, and put children first, we see tremendous results. And the people of this town are going to rise. And they need to be involved. Thank you."
687,437,KASICH,(APPLAUSE)
688,438,WALLACE," For — for half a century, as you all know, Detroit was the symbol of America’s industrial might: 300,000 manufacturing jobs in this city. At last count, there are now fewer than 30,000 manufacturing jobs here, and the unemployment rate in this city is 11 percent, twice the national average."
689,438,WALLACE,"Senator Cruz, I know that you have general plans for tax reform, but what specifically would you do to bring manufacturing jobs back to America and train residents of cities like Detroit to do those jobs?"
690,439,CRUZ," Well, Chris, thank you for that question. Let me start by observing that Detroit is a great city with a magnificent legacy that has been utterly decimated by 60 years of failed left-wing policy."
691,439,CRUZ,(APPLAUSE)
692,439,CRUZ,"You know, Henry Ford revolutionized automobile manufacturing and brought automobiles to the middle class. During World War II, Detroit provided — funded the arsenals of democracy to help us win World War II. In — in the 1960s, Detroit was the Silicon Valley of America. It had a population of 2 million people, had the highest per capita income in the country."
693,439,CRUZ,"And then, for 50 years, left-wing Democrats have pursued destructive tax policies, weak crime policies, and have driven the citizens out. (APPLAUSE)"
694,439,CRUZ,"This city now has just 700,000 citizens. There are vacant homes, one after the other after the other. Crime has been rampant, and it is an outrage. And let me say to folks in the media- That is a story that the media ought to be telling over and over again, the destruction of left-wing policies and the millions who have hurt because of it."
695,439,CRUZ,(APPLAUSE)
696,440,WALLACE," Well, I was going to say, I’ll give you 30 seconds to try to answer my question. What specifically would you do to bring manufacturing jobs back to Detroit and to train the residents here to do those jobs?"
697,441,CRUZ," The way you bring manufacturing back to America is, number one, you lift the regulations. As president, I will repeal Obamacare, the biggest job-killer in America."
698,441,CRUZ,"I will pull back the federal regulators, the EPA and all the regulators that are killing small businesses and manufacturing."
699,441,CRUZ,"And my tax plan, which is a very, very detailed plan on the website, tedcruz.org, is what’s called border adjustable. We get rid of all the taxes. We get rid of the corporate income tax and the death tax and the Obamacare taxes and the payroll tax. And we replace it with a 16 percent business flat tax that is border adjustable, which means all exports are entirely tax-free and all imports pay the 16 percent business flat tax. That’s a 32 percent differential."
700,441,CRUZ,"What that will do, Chris, is bring millions of manufacturing jobs back to this country, bring the steel industry back to this country, create an environment where when we compete on a fair and level playing field, American ingenuity can beat anyone. But right now, the federal government isn’t giving us a level playing field."
701,442,WALLACE," Thank you, Senator."
702,442,WALLACE,(APPLAUSE)
703,443,BAIER," Gentlemen, the next series of questions will be on social issues. Governor Kasich, the last debate, you were asked a question about religious liberty, in a hypothetical situation where a same-sex couple approaches a cupcake maker to do their wedding. Here’s what you said.(BEGIN VIDEO CLIP)"
704,444,KASICH," If you’re in the business of selling things, if you’re not going to sell to somebody you don’t agree with, today I’m not going to sell to somebody who’s gay, then tomorrow maybe I won’t sell to somebody who’s divorced."
705,444,KASICH,(END VIDEO CLIP)
706,445,BAIER," Governor, some faith leaders got nervous about that answer. Do gay marriage dissenters have rights?"
707,446,KASICH," Well, look, first of all, I try to be a man of faith every day as best as I can, and I try to focus in my faith on the dos and I think the don’ts will take care of themselves once I get the dos right, which is humility, and loving my enemy, and caring for my neighbor."
708,446,KASICH,"But secondly, look, you’re in the commerce business, you want to sell somebody a cupcake, great. OK? But now if they ask you to participate in something you really don’t like, that’s a whole ‘nother issue, OK? Another issue."
709,446,KASICH,"Here’s what I’d like to see happen. The Supreme Court ruled, I don’t agree with the ruling. I’m of favor of marriage between — you know, traditional marriage, a man and a woman. What I hope was going to happen after the Supreme Court ruling is things would settle down."
710,446,KASICH,"If you go to a photographer to take pictures at your wedding, and he says, I’d rather not do it, find another photographer, don’t sue them in court. You know what, the problem is in our country — in our country, we need to learn to respect each other and be a little bit more tolerant for one another."
711,446,KASICH,"And at the end of the day, don’t go to court. Can’t we have common sense in America? That’s the way it used to be. And there was a book written called “The Death of Common Sense.” We need to bring it back."
712,446,KASICH,"But at the end of the day, if somebody is being pressured to participate in something that is against their deeply-held religious beliefs, then we’re going to have to think about dealing with the law."
713,446,KASICH,"But you know what, I’d rather people figure this out without having to put another law on the books and have more arguments in this country. Why don’t we come together as a country, respect one another, love one another and lift this country? I think that’s what people want."
714,446,KASICH,So thanks for asking.
715,447,BAIER," Senator Cruz, the U.S. Supreme Court obviously declared same-sex marriage legal in all 50 states, a decision you have criticized. Given the current status of the law, do you believe a gay couple should be able to adopt?"
716,448,CRUZ," Well, listen, adoption is decided at the state level and I am a believer in the 10th Amendment in the Constitution, I would leave the question of marriage to the states, I would leave the question of adoption to the states."
717,448,CRUZ,That’s the way it has been for two centuries of our nation’s history until five unelected judges in an illegitimate and wrong decision decided to seize the authority over marriage and wrongfully tear down the marriage laws of all 50 states.
718,448,CRUZ,"Now, interconnected to this is the question of religious liberty. And at the last debate, one of my colleagues on this stage said on the question of religious liberty and Supreme Court nominees that he’d be willing to compromise and negotiate."
719,448,CRUZ,"I can tell you, for me, there are areas that we should compromise on. Marginal tax rates, we can reach a middle ground on. But when it comes to core principles and convictions, when it comes to the Constitution and Bill of Rights, I can tell the men and women at home I will never compromise away your religious liberty."
720,448,CRUZ,"And for me, Bret, religious liberty has been a lifelong passion. I’ve spent two decades defending religious liberty, including defending the Ten Commandments before the U.S. Supreme Court and winning. Defending the Pledge of Allegiance before the Supreme Court and winning."
721,448,CRUZ,"And defending the Mojave Desert Veterans Memorial, a lone white Latin cross that was erected to honor the men and women who gave their lives in World War I. I represented 3 million veterans for free defending that memorial and we won 5-4 before the Supreme Court."
722,449,BAIER," Senator, thank you."
723,449,BAIER,"Senator Cruz definitely avoided saying your name, Mr. Trump, but I think he was referring to you and your religious liberty answer. Would you like to respond?"
724,450,TRUMP," I have nothing to say. I mean, generally speaking, agree with what he said. I would have certainly have rather left it to the states. I was always in favor — I was very surprised when they came up with that decision."
725,450,TRUMP,I would have certainly — I would have preferred had it been left to the states and I think most people would have preferred that.
726,451,BAIER," Senator Rubio, the late Supreme Court Justice Antonin Scalia, a conservative icon, obviously, pointed out, in the United States versus Heller, that like most rights, the Second Amendment right is not unlimited."
727,451,BAIER,"Just like the First Amendment doesn’t allow you to go into a theater and yell fire, he said the Second Amendment leaves room to regulate guns. So do you agree with Justice Scalia? And if so, what limits would you draw around the Second Amendment?"
728,452,RUBIO," As few as possible. The Second Amendment, as I’ve said before, is not a suggestion. It is the constitutional right of every American to protect themselves and their families. It is a right that — it is the Second Amendment for a reason."
729,452,RUBIO,"It is right after the defense of the freedom of speech for a reason, for clearly the founders of our nation understood and the framers of the Constitution understood that you cannot have life and you cannot have liberty and cannot pursue happiness if you are not safe."
730,453,RUBIO," And the Second Amendment — when people talk about gun laws, what they need to realize is, criminals don’t follow gun laws. They’re criminals. By definition, they ignore the law."
731,453,RUBIO,(APPLAUSE)
732,453,RUBIO,"But the gun rights of Americans, if you are talking to a law- abiding citizen and a gun-owner like myself, if you pass a law, I will follow whatever the law is. A criminal will not do it. They will continue to pursue these guns on the black market, where they then go out and commit crimes and they steal guns from each other."
733,453,RUBIO,"Gun laws are not effective. They simply do not provide for safety. But they do, however, ensure that law-abiding people don’t have access to weapons to protect themselves and guns to protect themselves, but criminals always will be well armed. They don’t care about the law; they don’t follow the law. We will protect the Second Amendment when I’m president of the United States."
734,453,RUBIO,(APPLAUSE)
735,454,BAIER," Mr. Trump, you were once a supporter of an assault weapons ban. So do you think there should be any restrictions on the Second Amendment?"
736,455,TRUMP," No, I’m a big defender of the Second Amendment. And if you look at what’s happened, whether it’s in California, where you had the 14 people killed, whether it’s in Paris — which, by the way, has the toughest gun laws in the world and 130 people killed. Many, many people in the hospital gravely injured. They will be dying. Many people will be dying in addition."
737,455,TRUMP,"If we had guns, or if they had guns on the other side of the room, with the bullets going in the opposite direction, you would not have had 130 people killed. That I can tell you right now."
738,455,TRUMP,(APPLAUSE)
739,455,TRUMP,"So I’m a very, very big supporter of the Second Amendment."
740,456,BAIER," But in 2000, you wrote in your book, “I generally oppose gun control, but I support the ban on assault weapons.”"
741,457,TRUMP, I don’t support it anymore. I do not support the ban on assault.
742,457,TRUMP,(AUDIENCE BOOS)
743,458,BAIER, Senator Cruz? Any limits to the Second Amendment?
744,459,CRUZ," Well, listen, unlike Donald, I would not support banning firearms. In that instance, Bill Clinton banned many of the most popular firearms in America. And by the way, the study showed that ban did nothing to reduce violent crime. It just took away the Second Amendment rights of law-abiding citizens."
745,459,CRUZ,(APPLAUSE)
746,459,CRUZ,"And let me point out, you know, it is easy for political candidates to have rhetoric and say, “I support the Second Amendment.” But you cannot say that and at the same time say what Donald just said, which is that on the question of Supreme Court nominees he wants to compromise and reach a middle ground with Harry Reid and Chuck Schumer. That’s what he said in the last debate."
747,460,TRUMP, I — I did not say that. I did not say that.
748,461,CRUZ, And any justice that Harry Reid and Chuck Schumer sign off on...
749,462,TRUMP, I did not say that.
750,463,CRUZ," And I would point out, Harry Reid and Chuck Schumer are both Democrats that Mr. Trump has written checks to repeatedly. Any justice that those two sign off on is going to be a left-wing judicial activist who will undermine religious liberty, and we are one vote away from the Heller decision being overturned, which would effectively erase the Second Amendment from the Bill of Rights."
751,463,CRUZ,"If you care about the Second Amendment, then you need to ask who on this stage do you know will appoint principled constitutionalists to the court and not cut a deal with your Second Amendment rights?"
752,464,BAIER, Mr. Trump...
753,465,TRUMP," So we’re listening to the all-talk, no-action politician, and he was the primary supporter of John Roberts, who gave us Obamacare."
754,466,CRUZ, That’s flat-out wrong.
755,467,TRUMP," No, it’s not. You take a look. He was the primary supporter. He pushed John Roberts, and pushed him, and pushed him, and Bush ultimately appointed him. He got appointed. And when it came his time to raise his hand and kill Obamacare, not once, but twice, he let us down, and he did the wrong thing."
756,467,TRUMP,"This is the man that was the primary supporter. And you can read law journal, you can read whatever you want to read — I’ve read plenty of it. There was no stronger supporter of John Roberts than him. And it was a very, very big mistake."
757,468,BAIER," Quickly, Senator Cruz. CRUZ: You know, Donald has a tenuous relationship with the truth."
758,468,BAIER,(LAUGHTER)
759,468,BAIER,I wrote one op-ed supporting President Bush’s nomination after he made it. I would not have made that nomination. But let me point out...
760,469,TRUMP, Not what you say in the op-ed.
761,470,CRUZ, ... if Donald actually cared about...
762,471,TRUMP, That is not what you said in the op-ed.
763,472,CRUZ," But, Donald, please, I know it’s hard not to interrupt. But try."
764,473,TRUMP," Yeah, I know it is. But it’s not what you said in the op-ed."
765,474,CRUZ," Breathe, breathe, breathe."
766,475,TRUMP, Lyin’ Ted.
767,476,CRUZ, You can do it. You can breathe. I know it’s hard. I know it’s hard. But just...
768,477,RUBIO," When they’re done with the yoga, can I answer a question?"
769,478,CRUZ, You cannot.
770,478,CRUZ,(LAUGHTER)
771,479,RUBIO, Unbelievable.
772,480,CRUZ, I really hope that we don’t — we don’t see yoga on this stage.
773,481,RUBIO," Well, he’s very flexible, so you never know."
774,481,RUBIO,(APPLAUSE)
775,482,CRUZ," But you cannot, in fact, care about conservative Supreme Court justices and support Jimmy Carter for president. You cannot care about conservative Supreme Court justices and support John Kerry for president, as Donald did. You cannot care about conservative Supreme Court justices and support Harry Reid for Senate majority leader."
776,482,CRUZ,And you cannot care about conservative Supreme Court justices and write four checks to Hillary Clinton for her to be president if you care at all about the Second Amendment or religious liberty or anything else.
777,483,BAIER," Gentlemen, gentlemen, we’re going to move on. Thank you very much. We want to talk about some more policy questions coming up."
778,484,WALLACE," And coming up, the candidates tackle foreign policy. But first, during the commercial break, join us for a Facebook live on the Fox News Facebook page and tell us what you think about tonight’s debate in the comments section. Stay with us. More to come. (COMMERCIAL BREAK)"
779,485,KELLY," Welcome back, everybody. We’re going it get right back to the questions."
780,486,WALLACE," And gentlemen, we’re going to focus for a bit now on foreign policy."
781,486,WALLACE,"Senator Rubio, you like to take a shot at Mr. Trump on the campaign trail saying that negotiating a hotel deal in a foreign country is not foreign policy. The other day you even compared him to Kim Jong-un, the North Korean leader, as lunatics trying to get a hold of nuclear weapons."
782,486,WALLACE,Please tell Mr. Trump why he’s unprepared to be commander-in- chief.
783,487,RUBIO," Well, first of all, I think, as we’ve seen throughout this campaign, Donald has not shown a seriousness about the issues of foreign policy. He just simply hasn’t."
784,487,RUBIO,"Whether it was the structure of our military, even today he was asked a question about the issue of commanders not following his lead on killing the family of terrorists. And his answer basically was, if I tell them to do it, they’re going to do it. Now that’s just not true."
785,487,RUBIO,"Foreign policy is not only consequential, I think much of our future now depends on it. You know, I see a lot of young people at my events around the country. I feel great when they come."
786,487,RUBIO,"And I always them that despite the hardships of the moment, I honestly believe that today’s Millennials have a chance to be the greatest generation we’ve had in 100 years. I really do."
