SentenceNo,SequenceNo,Speaker,Text,PolarityScore
423,227,O'MALLEY,"Yes. Anderson, I want to associate myself with many of the items that the senator from Vermont mentioned, and I actually did them in our state. We raised the minimum wage, passed the living wage, invested more in infrastructure, went four years in a row without a penny's increase in college tuition.",0.5
424,227,O'MALLEY,"But there's another piece that Senator Sanders left out tonight, but he's been excellent about underscoring that. And that is that we need to separate the casino, speculative, mega-bank gambling that we have to insure with our money, from the commercial banking -- namely, reinstating Glass-Steagall.",0.0
425,227,O'MALLEY,"Secretary Clinton mentioned my support eight years ago. And Secretary, I was proud to support you eight years ago, but something happened in between, and that is, Anderson, a Wall Street crash that wiped out millions of jobs and millions of savings for families. And we are still just as vulnerable Paul Volcker says today.",0.8
426,227,O'MALLEY,We need to reinstate Glass-Steagall and that's a huge difference on this stage among us as candidates.,0.4000000000000001
427,228,COOPER,"Just for viewers at home who may not be reading up on this, Glass-Steagall is the Depression-era banking law repealed in 1999 that prevented commercial banks from engaging in investment banking and insurance activities.",0.2
428,228,COOPER,"Secretary Clinton, he raises a fundamental difference on this stage. Senator Sanders wants to break up the big Wall Street banks. You don't. You say charge the banks more, continue to monitor them. Why is your plan better?",0.0
429,229,CLINTON,"Well, my plan is more comprehensive. And frankly, it's tougher because of course we have to deal with the problem that the banks are still too big to fail. We can never let the American taxpayer and middle class families ever have to bail out the kind of speculative behavior that we saw.",0.19999999999999998
430,229,CLINTON,"But we also have to worry about some of the other players -- AIG, a big insurance company; Lehman Brothers, an investment bank. There's this whole area called ""shadow banking."" That's where the experts tell me the next potential problem could come from.",-0.0625
431,230,CLINTON,"So I'm with both Senator Sanders and Governor O'Malley in putting a lot of attention onto the banks. And the plan that I have put forward would actually empower regulators to break up big banks if we thought they posed a risk. But I want to make sure we're going to cover everybody, not what caused the problem last time, but what could cause it next time.",0.16666666666666666
432,230,CLINTON,(CROSSTALK),0.0
433,231,COOPER,"Senator Sanders, Secretary Clinton just said that her policy is tougher than yours.",0.0
434,232,SANDERS,"Well, that's not true.",-0.175
435,232,SANDERS,(LAUGHTER),0.0
436,233,COOPER,Why?,0.0
437,234,SANDERS,"Let us be clear that the greed and recklessness and illegal behavior of Wall Street, where fraud is a business model, helped to destroy this economy and the lives of millions of people.",-0.19999999999999998
438,234,SANDERS,(APPLAUSE),0.0
439,234,SANDERS,"Check the record. In the 1990s -- and all due respect -- in the 1990s, when I had the Republican leadership and Wall Street spending billions of dollars in lobbying, when the Clinton administration, when Alan Greenspan said, ""what a great idea it would be to allow these huge banks to merge,"" Bernie Sanders fought them, and helped lead the opposition to deregulation.",0.3583333333333334
440,234,SANDERS,(APPLAUSE),0.0
441,234,SANDERS,"Today, it is my view that when you have the three...",0.0
442,235,COOPER,Senator...,0.0
443,236,SANDERS,"...largest banks in America -- are much bigger than they were when we bailed them out for being too big to fail, we have got to break them up.",-0.16666666666666666
444,236,SANDERS,(APPLAUSE),0.0
445,237,COOPER,"Secretary Clinton, you have to be able to respond. He brought you up.",0.5
446,238,CLINTON,Yeah.,0.0
447,238,CLINTON,"You know, I -- I respect the passion an intensity. I represented Wall Street, as a senator from New York, and I went to Wall Street in December of 2007 -- before the big crash that we had -- and I basically said, ""cut it out! Quit foreclosing on homes! Quit engaging in these kinds of speculative behaviors.""",0.06818181818181818
448,238,CLINTON,"I took on the Bush administration for the same thing. So I have thought deeply and long about what we're gonna do to do exactly what I think both the senator and the governor want, which is to rein in and stop this risk.",0.06666666666666667
449,238,CLINTON,And my plan would have the potential of actually sending the executives to jail. Nobody went to jail after $100 billion in fines were paid...,-0.03333333333333333
450,238,CLINTON,(APPLAUSE),0.0
451,239,COOPER,(inaudible),0.0
452,240,CLINTON,...and would give regulators the authority to go after the big banks.,0.0
453,241,COOPER,Thank you. Thank you. Senator Sanders...,0.0
454,242,CLINTON,"But I'm telling you -- I will say it tonight. If only you look at the big banks, you may be missing the forest for the trees.",-0.06666666666666667
455,242,CLINTON,(CROSSTALK),0.0
456,243,WEBB,"Bernie, say my name so I can get into this.",0.0
457,244,SANDERS,"I will, just a second.",0.0
458,245,WEBB,OK. Thank you.,0.0
459,245,WEBB,(LAUGHTER),0.0
460,246,SANDERS,I'll tell him.,0.0
461,246,SANDERS,"In my view, Secretary Clinton, you do not -- Congress does not regulate Wall Street. Wall Street regulates Congress.",0.0
462,246,SANDERS,(APPLAUSE),0.0
463,246,SANDERS,And we have gotta break off these banks. Going to them...,0.0
464,247,CLINTON,So...,0.0
465,248,SANDERS,"...and saying, ""please, do the right thing""...",0.2857142857142857
466,249,CLINTON,"...no, that's not what...",0.0
467,250,SANDERS,...is kind of naive.,0.15
468,251,CLINTON,...that -- I think Dodd-Frank was a very...,0.2
469,252,WEBB,"Anderson, I need to jump in (inaudible).",0.0
470,253,CLINTON,"...good start, and I think that we have to implement it. We have to prevent the Republicans from ripping it apart. We have to save the Consumer Financial Protection board, which is finally beginning to act to protect consumers.",0.0
471,253,CLINTON,(APPLAUSE),0.0
472,253,CLINTON,"We have work to do. You've got no argument from me. But I know, if we don't come in with a very tough and comprehensive approach, like the plan I'm recommending, we're gonna be behind instead of ahead...",-0.4527777777777778
473,254,COOPER,Governor O'Malley? Where do you stand?,0.0
474,255,CLINTON,...on what the next crisis could be.,0.0
475,256,O'MALLEY,"Anderson, look, this is -- the big banks -- I mean, once we repealed Glass-Steagall back in the late 1999s (ph), the big banks, the six of them, went from controlling, what, the equivalent of 15 percent of our GDP to now 65 percent of our GDP.",-0.12250000000000001
476,256,O'MALLEY,"And -- (inaudible) right before this debate, Secretary Clinton's campaign put out a lot of reversals on positions on Keystone and many other things. But one of them that we still have a great difference on, Madam Secretary, is that you are not for Glass-Steagall.",0.22023809523809523
477,256,O'MALLEY,"You are not for putting a firewall between this speculative, risky shadow banking behavior. I am, and the people of our country need a president who's on their side, willing to protect the Main Street economy from recklessness on Wall Street.",0.20833333333333331
478,256,O'MALLEY,We have to fulfill...,0.0
479,257,COOPER,Secretary Clinton...,0.0
480,258,O'MALLEY,...our promise.,0.0
481,259,COOPER,I have to let you respond.,0.0
482,259,COOPER,(APPLAUSE),0.0
483,260,CLINTON,"Well, you know, everybody on this stage has changed a position or two. We've been around a cumulative quite some period of time.",0.0
484,260,CLINTON,(LAUGHTER),0.0
485,260,CLINTON,"You know, we know that if you are learning, you're gonna change your position. I never took a position on Keystone until I took a position on Keystone.",0.0
486,260,CLINTON,"But I have been on the forefront of dealing with climate change, starting in 2009, when President Obama and I crashed (ph) a meeting with the Chinese and got them to sign up to the first international agreement to combat climate change that they'd ever joined.",0.0625
487,260,CLINTON,So I'm...,0.0
488,261,COOPER,Thank you.,0.0
489,262,CLINTON,...not taking a back seat to anybody on my values...,0.0
490,263,COOPER,Thank...,0.0
491,264,CLINTON,...my principles and the results that I get.,0.0
492,265,COOPER,Senator Sanders...,0.0
493,265,COOPER,(APPLAUSE),0.0
494,265,COOPER,"Senator Sanders, in 2008, congressional leaders were told, without the 2008 bailout, the U.S. was possibly days away from a complete meltdown. Despite that, you still voted against it.",0.05
495,265,COOPER,"As president, would you stand by your principles if it risked the country's financial stability?",0.0
496,266,SANDERS,"Well, I remember that meeting very well. I remember it like it was yesterday. Hank Paulson, Bernanke came in, and they say, ""guys, the economy is going to collapse because Wall Street is going under. It's gonna take the economy with them.""",0.0
497,266,SANDERS,"And you know what I said to Hank Paulson? I said, ""Hank, your guys -- you come from Goldman Sachs. Your millionaire and billionaire friends caused this problem. How about your millionaire and billionaire friends paying for the bailout, not working families in this country?""",0.0
498,266,SANDERS,"So to answer your question, no, I would not have let the economy collapse. But it was wrong to ask the middle class to bail out Wall Street. And by the way, I want Wall Street now to help kids in this country go to college, public colleges and universities, free with a Wall Street speculation tax.",0.2
499,266,SANDERS,(APPLAUSE),0.0
500,267,COOPER,We're going to talk about that in a minute.,0.0
501,267,COOPER,"But, Senator Webb, I want to get you in. You have said neither party has the guts to take on Wall Street. Is the system rigged?",0.0
502,268,WEBB,There is a reality that I think we all need to recognize with respect to the power of the financial sector.,0.0
503,268,WEBB,"And let me just go back a minute and say that on this TARP program, I introduced a piece of legislation calling for a windfall profits tax on the executives of any of these companies that got more than $5 billion, that it was time for them, once they got their compensation and their bonus, to split the rest of the money they made with the nurses and the truck drivers and the soldiers who bailed them out. With respect to the financial sector, I mean, I know that my time has run out but in speaking of changing positions and the position on how this debate has occurred is kind of frustrating because unless somebody mentions my name I can't get into the discussion.",0.25
504,269,COOPER,"You agreed to these rules and you're wasting time. So if you would finish your answer, we'll move on.",0.0
505,270,WEBB,"All right. Well, I'm trying to set a mark here so maybe we can get into a little more later on. This hasn't been equal time.",0.10416666666666667
506,270,WEBB,"But if you want to look at what has happened, if we look at the facts in terms of how we're going to deal with this, since that crash, in the last 10 years, the amount of the world's capital economy that Wall Street manages has gone from 44 percent to 55 percent.",0.0
507,270,WEBB,That means the Wall Street money managers are not risking themselves as the same way the American people are when they're going to get their compensation. They're managing money from all over the world.,0.0
508,270,WEBB,We have to take that into consideration when we're looking at ways to regulate it.,0.0
509,271,COOPER,"Governor Chafee, you have attacked Secretary Clinton for being too close to Wall Street banks. In 1999 you voted for the very bill that made banks bigger.",0.0
510,272,CHAFEE,"The Glass-Steagall was my very first vote, I'd just arrived, my dad had died in office, I was appointed to the office, it was my very first vote.",0.325
511,273,COOPER,Are you saying you didn't know what you were voting for?,0.0
512,274,CHAFEE,"I'd just arrived at the Senate. I think we'd get some takeovers, and that was one. It was my very first vote, and it was 92-5. It was the...",0.0
513,275,COOPER,"Well, with all due respect, Governor...",-0.125
514,276,CHAFEE,But let me just say...,0.0
515,277,COOPER,... what does that say about you that you're casting a vote for something you weren't really sure about?,0.5
516,278,CHAFEE,"I think you're being a little rough. I'd just arrived at the United States Senate. I'd been mayor of my city. My dad had died. I'd been appointed by the governor. It was the first vote and it was 90-5, because it was a conference report.",0.25
517,278,CHAFEE,"But let me just say about income inequality. We've had a lot of talk over the last few minutes, hours, or tens of minutes, but no one is saying how we're going to fix it. And it all started with the Bush tax cuts that favored the wealthy.",-0.1
518,278,CHAFEE,"So let's go back to the tax code. And 0.6 percent of Americans are at the top echelon, over 464,000, 0.6 Americans. That's less than 1 percent. But they generate 30 percent of the revenue. And they're doing fine.",0.5
519,279,COOPER,"Thank you, Governor.",0.0
520,280,CHAFEE,So there's still a lot more money to be had from this top echelon. I'm saying let's have another tier and put that back into the tax bracket. And that will generate $42 billion.,0.0
521,281,COOPER,I want to bring in Dana Bash.,0.0
522,282,CHAFEE,And then we can help the middle class and hard-earning Americans -- hard-working Americans.,0.0
523,283,COOPER,Dana?,0.0
524,284,BASH,Thank you.,0.0
525,284,BASH,"CNN visited college campuses, along with Facebook. And not surprisingly college affordability was among the most pressing issue.",0.07500000000000001
526,284,BASH,"Senator Sanders, you've mentioned a couple of times you do have a plan to make public colleges free for everyone. Secretary Clinton has criticized that in saying she's not in favor of making a college free for Donald Trump's kids.",0.4
527,284,BASH,Do you think taxpayers should pick up the tab for wealthy children?,0.5
528,285,SANDERS,"Well, let me tell you, Donald Trump and his billionaire friends under my policies are going to pay a hell of a lot more in taxes today -- taxes in the future than they're paying today.",0.25
529,285,SANDERS,(APPLAUSE),0.0
530,286,SANDERS,"But in terms of education, this is what I think. This is the year 2015. A college degree today, Dana, is the equivalent of what a high school degree was 50 years ago.",0.16
531,286,SANDERS,And what we said 50 years ago and a hundred years ago is that every kid in this country should be able to get a high school education regardless of the income of their family. I think we have to say that is true for everybody going to college.,0.33
532,286,SANDERS,"I think we don't need a complicated system, which the secretary is talking about, the income goes down, the income goes down, if you're poor you have to work, and so forth and so on.",-0.3027777777777778
533,286,SANDERS,"I pay for my program, by the way, through a tax on Wall Street speculation, which will not only make public colleges and universities tuition-free, it will substantially lower interest rates on college debt, a major crisis in this country.",0.020833333333333332
534,286,SANDERS,(APPLAUSE),0.0
535,287,BASH,"And, Secretary Clinton, it's not just college tuition that Senator Sanders is talking about, expanding Social Security and giving all Americans Medicare. What's wrong with that?",0.03333333333333333
536,288,CLINTON,"Well, let me address college affordability, because I have a plan that I think will really zero in on what the problems are. First, all the 40 million Americans who currently have student debt will be able to refinance their debt to a low interest rate. That will save thousands of dollars for people who are now struggling under this cumbersome, burdensome college debt.",0.1875
537,288,CLINTON,"As a young student in Nevada said to me, the hardest thing about going to college should not be paying for it. So then we have to make it more affordable. How do we make it more affordable? My plan would enable anyone to go to a public college or university tuition free. You would not have to borrow money for tuition.",0.1
538,288,CLINTON,But I do believe -- and maybe it's because I worked when I went through college; I worked when I went through law school -- I think it's important for everybody to have some part of getting this accomplished. That's why I call it a compact.,0.30000000000000004
539,289,BASH,Secretary Clinton...,0.0
540,290,CLINTON,"But, yes, I would like students to work 10 hours a week...",0.0
541,291,BASH,Can you answer the...,0.0
542,292,SANDERS,... in order to make it possible for them to afford their education. And I want colleges to get their costs down. They are outrageously high in what they're charging.,0.0
543,293,BASH,"Secretary Clinton, the question was not just about tuition, though. It was about Senator Sanders' plan to expand Social Security, to make Medicare available to all Americans. Is that something that you would support? And if not, why not?",0.21666666666666667
544,294,CLINTON,"Well, I fully support Social Security. And the most important fight we're going to have is defending it against continuing Republican efforts to privatize it.",0.45
545,295,BASH,Do you want to expand it?,0.0
546,296,CLINTON,"I want to enhance the benefits for the poorest recipients of Social Security. We have a lot of women on Social Security, particularly widowed and single women who didn't make a lot of money during their careers, and they are impoverished, and they need more help from the Social Security system.",0.13238095238095238
547,296,CLINTON,"And I will focus -- I will focus on helping those people who need it the most. And of course I'm going to defend Social Security. I'm going to look for ways to try to make sure it's solvent into the future. And we also need to talk about health care at some time, because we agree on the goals, we just disagree on the means.",0.0
548,297,SANDERS,"When the Republicans -- when the Republicans in the Congress and some Democrats were talking about cutting Social Security and benefits for disabled veterans, for the so-called chained CPI, I founded a caucus called the Defending Social Security Caucus.",-0.18333333333333332
549,297,SANDERS,"My view is that when you have millions of seniors in this country trying to get by -- and I don't know how they do on $11,000, $12,000, $13,000 a year -- you don't cut Social Security, you expand it. And the way you expand it is by lifting the cap on taxable incomes so that you do away with the absurdity of a millionaire paying the same amount into the system as somebody making $118,000. You do that, Social Security is solvent until 2061 and you can expand benefits.",0.03333333333333333
550,297,SANDERS,(CROSSTALK),0.0
551,298,COOPER,"Senator Sanders, I want to bring it over to Juan Carlos Lopez from CNN en Espanol. We're obviously in Nevada. It's had the highest percentage of undocumented immigrants of any state in the country as of last year. Juan Carlos?",0.0
552,299,LOPEZ,"Gracias, Anderson. Senator Sanders, in 2013, you voted for immigration reform. But in 2007, when Democrats controlled Congress and the Bush White House was onboard, you voted against it. Why should Latino voters trust you now when you left them at the altar at the moment when reform was very close?",0.1
553,300,SANDERS,"I didn't leave anybody at the altar. I voted against that piece of legislation because it had guest-worker provisions in it which the Southern Poverty Law Center talked about being semi-slavery. Guest workers are coming in, they're working under terrible conditions, but if they stand up for their rights, they're thrown out of the country. I was not the only progressive to vote against that legislation for that reason. Tom Harkin, a very good friend of Hillary Clinton's and mine, one of the leading labor advocates, also voted against that.",-0.05
554,301,LOPEZ,Tom Harkin isn't running for president. You are.,0.0
555,302,SANDERS,"I know that. But point being is that progressives did vote against that for that reason. My view right now -- and always has been -- is that when you have 11 million undocumented people in this country, we need comprehensive immigration reform, we need a path toward citizenship, we need to take people out of the shadows.",0.2857142857142857
556,303,O'MALLEY,And Juan Carlos -- Juan Carlos...,0.0
557,304,LOPEZ,"Secretary Clinton -- Secretary Clinton, Governor O'Malley wants to open up Obamacare to millions of undocumented immigrants and their children, including almost 90,000 people right here in Nevada. Do you?",0.1619047619047619
558,305,CLINTON,"Well, first of all, I want to make sure every child gets health care. That's why I helped to create the Children's Health Insurance Program, and I want to support states that are expanding health care and including undocumented children and others.",0.0
559,305,CLINTON,"I want to open up the opportunity for immigrants to be able to buy in to the exchanges under the Affordable Care Act. I think to go beyond that, as I understand what Governor O'Malley has recommended, so that they would get the same subsidies.",0.0
560,305,CLINTON,"I think that is -- it raises so many issues. It would be very difficult to administer, it needs to be part of a comprehensive immigration reform, when we finally do get to it.",-0.325
561,306,LOPEZ,Governor O'Malley?,0.0
562,307,O'MALLEY,"Juan Carlos, I think what you've heard up here is some of the old thinking on immigration reform, and that's why it's gridlocked. We need to understand that our country is stronger in every generation by the arrival of new American immigrants. That is why I have put out a policy for comprehensive immigration reform, that is why I would go further than President Obama has on DACA, and DAPA.",0.0
563,307,O'MALLEY,"I mean, we are a nation of immigrants, we are made stronger by immigrants. Do you think for a second that simply because somebody's standing in a broken que on naturalization they're not going to go to the hospital, and that care isn't going to fall on to our insurance rates? I am for a generous, compassionate America that says we're all in this together. We need comprehensive",-0.13333333333333333
564,308,COOPER,Senator Webb...,0.0
565,309,O'MALLEY,...immigration reform. It'll make wages go up in America $250 for every year...,0.0
566,310,LOPEZ,"Senator Webb, do you support the undocumented immigrants getting Obamacare?",0.0
567,311,WEBB,"I wouldn't have a problem with that. Let me start by saying my wife is an immigrant. She was a refugee, her family escaped from Vietnam on a boat-- her entire extended family, after the communists took over, when hundreds of thousands of people were out there and thousands of them were dying. Went to two refugee camps, she never spoke English in her home, and she ended, as I said, graduating from Cornell Law School. That's not only American dream, that's a value that we have with a good immigration system in place. No country has -- is a country without defining its borders. We need to resolve this issue. I actually introduced an amendment in the 2007 immigration bill...",0.0
568,312,LOPEZ,"...Thank you, Senator.",0.0
569,313,WEBB,"...Giving a pathway to citizenship to those people who had come here, and put down their roots, and met as a series of standards...",-0.15555555555555559
570,314,COOPER,"...Thank you, Senator.",0.0
571,315,WEBB,"...lost (ph) -- I introduced that in 2007 -- We need a comprehensive reform, and we need to be able to define our borders.",0.5
572,316,COOPER,Secretary Clinton?,0.0
573,317,CLINTON,"I want to follow up because I think underneath Juan Carlos' important questions, there is such a difference between everything you're hearing here on this stage, and what we hear from the Republicans.",0.2
574,317,CLINTON,(APPLAUSE),0.0
575,318,O'MALLEY,Here. Here.,0.0
576,318,O'MALLEY,(CHEERING) (APPLAUSE),0.0
577,319,CLINTON,"Demonize hard-working immigrants who have insulted them. You know, I came to Las Vegas in, I think, May. Early may. Met with a group of DREAMers, I wish everybody in America could meet with this young people, to hear their stories, to know their incredible talent, their determination, and that's why I would go further...",0.3333333333333333
578,320,COOPER,...Secretary...,0.0
579,321,CLINTON,...than even the executive orders that President Obama has signed when I'm president.,0.0
580,321,CLINTON,(CROSS TALK),0.0
581,322,COOPER,"Secretary Clinton, let me ask you. Two of your rivals from your left, Governor O'Malley, and Senator Sanders, want to provide instate college tuition to undocumented immigrants. Where do you stand on that?",0.0
582,323,CLINTON,"My plan would support any state that takes that position, and would work with those states and encourage more states to do the same thing.",0.25
583,324,COOPER,"So, on the record, you believe that undocumented immigrants should get instate college tuition.",0.0
584,325,CLINTON,"If their states agree, then we want more states to do the same thing.",0.25
585,326,COOPER,Governor O'Malley?,0.0
586,327,O'MALLEY,"Anderson, we actually did this in my state of Maryland. We passed...",0.0
587,327,O'MALLEY,(APPLAUSE),0.0
588,328,O'MALLEY,We passed a state version of the DREAM Act...,0.0
589,328,O'MALLEY,(CHEERING),0.0
590,329,O'MALLEY,"...And a lot of the xenophobes, the immigrant haters like some that we've heard like, Donald Trump, that carnival barker in the Republican party...",0.0
591,329,O'MALLEY,(CHEERING) (APPLAUSE),0.0
592,330,O'MALLEY,"Tried to mischaracterize it as free tuition for illegal immigrants. But, we took our case to the people when it was petitioned to referendum, and we won with 58 percent of the vote. The more our children learn, the more they will earn, and that's true of children who have yet to be naturalized...",0.45
593,331,COOPER,...Senator...,0.0
594,332,O'MALLEY,...but will become American citizens...,0.0
595,333,COOPER,"Senator Sanders, you talked about your record on the Veteran affairs committee. You served on that committee for the last eight years, including two years as its chairman while veterans died waiting for health care. You and Senator McCain ultimately addressed the issue with bi-partisan legislation. Why did it take 18 Inspector General reports, and a CNN investigation, and others, before you and your colleagues took action?",0.0
596,334,SANDERS,"Well, I was chairman for two years, and when I was chairman we did take action. What we did is pass a $15 billion dollar piece of legislation which brought in many, many new doctors, and nurses into the V.A. so that veterans in this country could get the health care when they needed it, and not be on long waiting lines.",0.37878787878787873
597,334,SANDERS,"And, the other part of that legislation said that if a veteran is living more than 40 miles away from a V.A. facility, that veteran could get health care from the community health center, or the private sector. As a result of that legislation, we went further in than any time in recent history in improving health care for the men and women of this country who put their lives on the line to defend them.",0.0
598,335,COOPER,"Governor Chafee, you and Hillary Clinton both voted for the Patriot Act which created the NSA surveillance program. You've emphasized civil liberties, privacy during your campaign. Aren't these two things in conflict?",0.0
599,336,CHAFEE,"No, that was another 99 to one vote for the Patriot Act, and it was seen as at the time modernizing our ability to do what we've always done to tap phones which always required a warrant. And I voted for that.",0.0
600,337,COOPER,Do you regret that vote?,0.0
601,338,CHAFEE,"No, no. As long as you're getting a warrant, I believe that under the Fourth Amendment, you should be able to do surveillance, but you need a warrant. That's what the Fourth Amendment says. And in the Patriot Act, section 215 started to get broadened too far. So I would be in favor of addressing and reforming section 215 of the Patriot Act.",0.15
602,339,COOPER,"Secretary Clinton, do you regret your vote on the Patriot Act?",0.0
603,340,CLINTON,"No, I don't. I think that it was necessary to make sure that we were able after 9/11 to put in place the security that we needed. And it is true that it did require that there be a process. What happened, however, is that the Bush administration began to chip away at that process. And I began to speak out about their use of warrantless surveillance and the other behavior that they engaged in.",0.3333333333333333
604,340,CLINTON,"We always have to keep the balance of civil liberties, privacy and security. It's not easy in a democracy, but we have to keep it in mind.",0.0
605,341,COOPER,"Senator -- Senator Sanders, you're the only one on this stage who voted against the Patriot Act in 2001...",0.0
606,341,COOPER,(APPLAUSE),0.0
607,342,SANDERS,It was 99 to one and I was maybe the one. I don't know.,0.0
608,343,COOPER,"... and the reauthorization votes. Let me ask you, if elected, would you shut down the NSA surveillance program?",-0.15555555555555559
609,344,SANDERS,I'm sorry?,-0.5
610,345,COOPER,Would you shut down the NSA surveillance program?,-0.15555555555555559
611,346,SANDERS,Absolutely. Of course.,0.2
612,347,COOPER,"You would, point blank.",0.0
613,348,SANDERS,"Well, I would shut down -- make -- I'd shut down what exists right now is that virtually every telephone call in this country ends up in a file at the NSA. That is unacceptable to me. But it's not just government surveillance. I think the government is involved in our e-mails; is involved in our websites. Corporate America is doing it as well.",-0.00846560846560849
614,348,SANDERS,"If we are a free country, we have the right to be free. Yes, we have to defend ourselves against terrorism, but there are ways to do that without impinging on our constitutional rights and our privacy rights.",0.0
615,349,O'MALLEY,"Anderson, the NSA...",0.0
616,350,COOPER,"Governor Chafee, Edward Snowden, is he a traitor or a hero?",0.0
617,351,CHAFEE,"No, I would bring him home. The courts have ruled that what he did -- what he did was say the American...",0.0
618,351,CHAFEE,(CROSSTALK),0.0
619,352,COOPER,"Bring him home, no jail time?",0.05
620,353,CHAFEE,... the American government was acting illegally. That's what the federal courts have said; what Snowden did showed that the American government was acting illegally for the Fourth Amendment. So I would bring him home.,-0.125
621,354,COOPER,"Secretary Clinton, hero or traitor?",0.0
622,355,CLINTON,He broke the laws of the United States. He could have been a whistleblower. He could have gotten all of the protections of being a whistleblower. He could have raised all the issues that he has raised. And I think there would have been a positive response to that.,0.0
623,356,COOPER,Should he do jail time?,-0.1
624,357,ClINTON,"In addition -- in addition, he stole very important information that has unfortunately fallen into a lot of the wrong hands. So I don't think he should be brought home without facing the music.",-0.16
625,358,COOPER,"Governor O'Malley, Snowden?",0.0
626,358,COOPER,(APPLAUSE),0.0
627,359,O'MALLEY,"Anderson, Snowden put a lot of Americans' lives at risk. Snowden broke the law. Whistleblowers do not run to Russia and try to get protection from Putin. If he really believes that, he should be back here.",0.0
628,360,COOPER,"Senator Sanders, Edward Snowden?",0.0
629,361,SANDERS,I think Snowden played a very important role in educating the American people to the degree in which our civil liberties and our constitutional rights are being undermined.,0.26
630,362,COOPER,Is he a hero?,0.0
631,363,SANDERS,"He did -- he did break the law, and I think there should be a penalty to that. But I think what he did in educating us should be taken into consideration before he is (inaudible).",0.0
632,364,COOPER,"Senator Webb, Edward Snowden?",0.0
633,365,WEBB,"I -- well, I -- I would leave his ultimate judgment to the legal system. Here's what I do believe. We have a serious problem in terms of the collection of personal information in this country. And one of the things that I did during the FISA bill in 2007, the Foreign Intelligence Surveillance Act, was introduce with Russ Feingold two amendments basically saying, ""We understand the realities of how you have to collect this broad information in the Internet age, but after a certain period of time, you need to destroy the personal information that you have if people have not been brought -- if criminal justice proceedings have not been brought against them.""",-0.07470238095238096
634,365,WEBB,We've got a vast data bank of information that is ripe for people with bad intentions to be able to use. And they need to be destroyed.,-0.06666666666666661
635,366,COOPER,"Another -- another question for each of you, starting with Governor Chafee.",0.0
636,366,COOPER,Name the one thing -- the one way that your administration would not be a third term of President Obama.,0.0
637,367,CHAFEE,"Certainly, ending the wars. We've got to stop these wars. You have to have a new dynamic, a new paradigm. We just spent a half-billion dollars arming and training soldiers, the rebel soldiers in Syria. They quickly join the other side. We bombed the...",-0.1
638,367,CHAFEE,(CROSSTALK),0.0
639,368,COOPER,President Obama's generals right now are suggesting keeping troops in Afghanistan after the time he wanted them pulled out. Would you keep them there?,0.2857142857142857
640,369,CHAFEE,I'd like to finish my question -- my answer.,0.0
641,369,CHAFEE,And also we just bombed a hospital. We've had drone strikes that hit civilian weddings. So I would change how we -- our approach to the Middle East. We need a new paradigm in the Middle East.,0.0
642,370,COOPER,"Governor O'Malley, how would you be different than President Obama's administration?",0.0
643,371,O'MALLEY,"I would follow through on the promise that the American people thought we made as Democratic Party, to protect the Main Street economy from recklessness on Wall Street. I would push to separate out these too-big-to-jail, too-big-to-fail banks, and put in place Glass-Steagall, a modern Glass-Steagall that creates a firewall so that this wreckage of our economy can never happen again.",0.2
644,372,COOPER,"Secretary Clinton, how would you not be a third term of President Obama?",0.0
645,373,CLINTON,"Well, I think that's pretty obvious. I think being the first woman president would be quite a change from the presidents we've had up until this point, including President Obama.",0.25
646,374,COOPER,Is there a policy difference?,0.0
647,375,CLINTON,"Well, there's a lot that I would like to do to build on the successes of President Obama, but also, as I'm laying out, to go beyond. And that's in my economic plans, how I would deal with the prescription drug companies, how I would deal with college, how I would deal with a full range of issues that I've been talking about throughout this campaign to go further.",0.18333333333333335
648,376,COOPER,Senator Sanders?,0.0
649,377,SANDERS,"I have a lot of respect for president Obama. I have worked with him time and time again on many, many issues. But here's where I do disagree. I believe that the power of corporate America, the power of Wall Street, the power of the drug companies, the power of the corporate media is so great that the only way we really transform America and do the things that the middle class and working class desperately need is through a political revolution when millions of people begin to come together and stand up and say: Our government is going to work for all of us, not just a handful of billionaires.",0.05
650,377,SANDERS,(APPLAUSE),0.0
651,378,COOPER,"Senator Webb, how would you not be a third term for Obama?",0.0
652,379,WEBB,"I got a great deal of admiration and affection for Senator Sanders, but I -- Bernie, I don't think the revolution's going to come. And I don't think the Congress is going to pay for a lot of this stuff. And if there would be a major difference between my administration and the Obama administration, it would be in the use of executive authority.",0.0625
653,379,WEBB,"I came up as a committee counsel in the Congress, used to put dozens of bills through the House floor every year as a committee counsel on the Veterans Committee. I have a very strong feeling about how our federal system works and how we need to lead and energize the congressional process instead of allowing these divisions to continue to paralyze what we're doing. So I would lead -- working with both parties in the Congress and working through them in the traditional way that our Constitution sets (ph).",0.5633333333333334
654,380,COOPER,"Senator Sanders, he cited you. You don't hear a lot of Democratic presidential candidates talking about revolution. What do you mean?",0.0
655,381,SANDERS,"What I mean is that we need to have one of the larger voter turnouts in the world, not one of the lowest. We need to raise public consciousness. We need the American people to know what's going on in Washington in a way that today they do not know.",-0.15625
656,381,SANDERS,(APPLAUSE),0.0
657,381,SANDERS,"And when people come together in a way that does not exist now and are prepared to take on the big money interest, then we could bring the kind of change we need.",0.3
